content,app
"Awful experience. Unable to register fingerprint after multiple attempts and even if I register my one hand, the other hand is unable to get registered so the whole process is to be repeated again and again. So I'm deleting this app",Al Habib
In this app there are so many issues first of all (1)opening issues (2) login very slowly moving worst of times (3) transection problems sometimes working or sometime not so kindly resolved this issues thank you,Al Habib
Worst aap ever seen,Al Habib
Very bad experience you should have hire a UI designer and the one who can fix all Bugs,Al Habib
The app has not been working for the last 2 days. Poor services and pathetic app.,Al Habib
This is very very very bad bank application,Al Habib
Bacome worst day by day,Al Habib
Awful experience... Sign in issue,Al Habib
"All banks have updated their system, all banking has gone to WhatsApp now. But you have no idea.",Al Habib
One of the best Bank app in Pakistan,Al Habib
Login problem speed Very slow bad experience,Al Habib
One of the worst app I ever used. Usually down & block id & password. I have called the call centre person for unblock but got no response in return even after passage of months,Al Habib
good excellent 👌,Al Habib
3year experience in use mobile apps,Al Habib
Good app i like it,Al Habib
Here is an issue that we can't apply for debit card online from mobile application it is very important to add this feature where customers can easily use this feature thanks.,Al Habib
Kindly read my review again.. your App has full screen video animation using as Loader. So this App is very Very Slow . Having heavy loader screen which comes after every step making app dull and more heavy.,Al Habib
If we create an account without going to the bank and add email this is very big change for us because I add my email on 1 month before but sadly email still is not added then I goto the bank branch and he say tomorrow 3 p.m. will be add but unfortunately not added. Very poor service 😔 kindly solved the issue. Thank you.,Al Habib
Not good....it stops working at crucial time,Al Habib
Bad experience. The app is not working. I have been installing for 3 days but it is still pending. Needs to improve ....,Al Habib
Extremely Poor app management my biometric verification already done after application update once again biometric verification required .,Al Habib
Worst Application ever,Al Habib
very bad services,Al Habib
Worst app ever. It take too much time to open application. Almost take 30 minutes to receive an OTP code on mobile number and on email.,Al Habib
"App need to be upgrade, many bugs, and more over OTP take too much time, especially kindly add the copy paste option while writing the account or IBAN number and e-statement function as well need to update like other apps, honestly not recommended",Al Habib
Worst experience. Still not working your mobile app. An error message appear. Please fix.,Al Habib
id kisa bana gi ya tu chalti nai app,Al Habib
Recently i chenge my mobile and login app butt he required biometric Butt iam out off coyntry,Al Habib
How to remove app from my stolen phone. Now i m in trouble,Al Habib
One of the fazool banking app 😞,Al Habib
"I'm newly user of BAHL my experience is 3/10 other than banks, it is too much bad application that many options are not properly working (in the present digital world) I reporting to CEO BAHL and also informing to the user of this bank, mainly he every time asking for update after new version launched when you not able to use on old version & also other problems.",Al Habib
"This app is the worst of all the Pakistani Mobile Banking apps out there. The UI is basic and glitchy and I'm tired of the app downtime. Like what even, kindly show interest in making another app from scratch. If you can't find someone to do it, I'll be happy to find someone capable enough of making a better app for you guys. It's 2024, kindly wake up. Edit: You guys never disappoint me, honestly. I'm trying to use the app and the server is down Just when you need it this app bites you back",Al Habib
Worst app Mjhe pagal krdiya na login horha na kuch pls isko thk kren,Al Habib
Awful experience. I can't even login. It just gets stuck and the apps shut off.,Al Habib
Pethatic experience this app isn't even working fine. I try to reset my password but otp is not received on mobile neither on email. Otp module on password reset is not working fine. Please solve it.,Al Habib
"Kindly overhaul the app completely . It's over complicated, and slow. It's not convenient.",Al Habib
Very helpful for me,Al Habib
I tried registering for the app but it wouldn't let me register because as per them my email id was incorrect despite that email being the only email id I gave to the bank.,Al Habib
Good app for daily banking. Need to add more payment options for one bill and government fees,Al Habib
Ghtiya tareen ap ghtiya tareen bank,Al Habib
"Horrible user experience, a lot of load time",Al Habib
Third class app . itne gandi service sy behtr hai bnd kr dain is app ko 😡😡😡,Al Habib
You don't get OTP while trying to change the password.,Al Habib
"After updating this app can't connecting server, and not opening app...",Al Habib
Log in to my account,Al Habib
Can't get passed biometric screen! It needs to be resolved,Al Habib
"Worst banking app to ever exist, never works all my transactions are stuck since it doesn't let me login",Al Habib
Updated on 4 Nov 2024: DO NOT CHOSE THIS BANK. I REPEAT DO NOT. YOU WILL REGRET IT.I swear to God this is the worst banking app on earth everyday a new drama with it in name of security maintainece. Take forever to load and even sending money is hell of. Big deal. If you don't have account plz don't choose this bank.,Al Habib
This app to much bad on biometric Today I m calling banker officer 5 time but my issue not resolved yet Shameful this bank,Al Habib
Best number one branch ok pakistan al Habib bank 💖,Al Habib
Very very third class app. Every time app get locked and ask me to visit branch for biometric verification.,Al Habib
انتہائی گھٹیا ایپ,Al Habib
I love you ❤️,Al Habib
Why Top Up option and other options which Nayapay etc provide to their customers is not there. ..,Al Habib
Secure and Simple to use.,Al Habib
"Worst Banking App. So many bugs and life long maintenances. Unnecessary blocking, lack of upgraded features. Majboor ka naam bs",Al Habib
Very useful and supportive.,Al Habib
Vary poorly and I can get some rest today and I can get some rest ☺️ I can get some rest today and I'll come get you tomorrow to you can get it to you tomorrow to see if I can find a pimple ok I'll come get some sleep I love it to you tomorrow morning I can make you tomorrow morning to pick it to me 3 I think it's just wanted you can do that if that is okay sister is okay,Al Habib
Very poor system,Al Habib
not giving any type of ease... make it better...,Al Habib
So slow performance .,Al Habib
Very third class app biometric is too hard for scanning purpose this is totally useless app,Al Habib
Pathetic pathetic pathetic poor. Shameful,Al Habib
Worst experience 3rd class banking app,Al Habib
"I am trying to login in iphone 16 Pro, but four finger biometric is not working. Unfortunately, when I called the helpline, it was said that there is a problem with your mobile. They have no other option to login.",Al Habib
App crashes & not opening either using Wi-Fi or Data,Al Habib
Crashing while opening,Al Habib
This is just ridiculous!! It asks for thousands of verification and information and still not logging in the app!! What is the use of downloading online app when it can't assist you online!!! Very dissatisfied and annoyed with app features!! 😒,Al Habib
Not even capable of getting one star. Worst Mobile Banking APP in Pakistan in all means. They have services standards of 1990s lots of delays and wastage of time if you have to reset your password. Pathetic customer service approach.,Al Habib
One of the worst app ever used. Seems like developed by a very unprofessional and unskilled team who didn't even know how make even the basic functionality work. Logging in is a nightmare and the app don't even work most of the time.,Al Habib
Why now a day's app opening slowly and progressing slowly dealyling,Al Habib
"Everytime you think they are trying to get better, they come up with a update which ruins everything.",Al Habib
very 3rd class app sudden crash,Al Habib
"🖐️🖐️🖐️🖐️🖐️🖐️🖐️🖐️🖐️🖐️🖐️🖐️ ,👎👎👎👎👎👎👎👎👎👎👎👎 لعنت ہو بینک الحبیب تمہاری ایپ پر، کسٹمرز کی سیفٹی کی آڑ میں کسٹمرز کو ازیت دینے کی پالیسی پر عمل پیرا ہو جیسے ہی میں پاکستان سے باہر أیا ایپ بند کردی، منافقوں کو پتہ چل گیا کہ میں پاکستان میں نہیں اور ان کا کچھ نہیں کرسکتا کیسے ملعون ہو کہ تم نے اپنے کسٹمرز کو تکلیف دینے کے نت نئے طریقے لاگو کرتے ہو۔ حالانکہ اسٹیٹ بینک آف پاکستان کی طرف سے اتنی سختی نہیں میرے پاس یورپین بینک ایپس بھی ہیں مگر الحبیب بینک والوں کی ایپ بہت گھٹیا ہے",Al Habib
Very very worst app,Al Habib
App is not working in my mobile after update. Solve its issue,Al Habib
"One of the worst banking app, I am unable to signup. I am entering my email and it shows that the email is incorrect, I have even confirmed my email through branch and it's the same but app shows this error. Their customer support is dumb. They don't know how to resolve this issue. Their online bank is so poor",Al Habib
I have good experience.,Al Habib
"The Utmost Worse and Stupid Bank and Staff. It is Highly Shameful people are sitting in the Branches and behave like the Masters No Check and Balance for the Staff at all, also the App is more Disgusting banking app in the World. Big Zero for Staff and App All the thinkable Difficulties for Costumers they Imposed as quickly as Possible Dejected and Hopeless for the future of Bank Alhabib",Al Habib
Pathetic experience...puts a debit hold if you don't update your cnic...and to remove that hold you are destined to get ZALEEL for days.... Agr banking ni hoti to bnd kr den apna bank,Al Habib
This is worst banking service I have ever used. Every time I made remittance and only Bank Al Habib takes 3 to 4 days to credit into account. And worst customer support experience as well I have been waiting for their problem solving response since days and I only keep receiving email that issue has been forwarded to concern department. Very Bad 👎,Al Habib
I was very bad ..i gonna change my bank account and this app ..ooofff it creat many problems just,Al Habib
today I went into an Al Habib ATM to deposit cash in my bank account but there was no deposit option so I came back disappointing. what's the reason behind this. Aren't all Al Habib ATM configured for cash deposit?,Al Habib
Anyone guide me how I can open my current account this app I am facing difficulty,Al Habib
"I always have issues when I use your online banking application. It's too slow and sometimes doesn't work properly, like not opening despite trying again and again. Even now, I was going to send money to someone, and I was having issues, so I had to uninstall it and download it again. I'm sorry to say that I also use the Meezan Bank Application, which is very fast and simple. Your IT professionals must focus on making it better. 👎",Al Habib
Worst Experiance 😡 when I try to login app show your account is locked. After calling helpline they said your account is unlocked then when I try to login again app show your account is locked,Al Habib
Very bad experience When I check my account there's showing record not found error please resolve this issues.,Al Habib
Third class app ever,Al Habib
Worst app when ever to transfer funds I needed it's server not responding.,Al Habib
It is the worst ever app in mob banking Totally awful,Al Habib
This is too much bad bugs app of this bank everytime problem to conacting server,Al Habib
Vijay Kumar chumrani,Al Habib
I just downloaded the app but it's trash. No facilities here even you can't check your current balance. It's digital world now. Bank alhabib please improve your digital app you are a brand,Al Habib
10 دن هو گئے لیکن میں اس ایپ میں انٹر نہیں ہو پایا یہ سزا ھے کیا ہے اپنی ایج سیٹ کرنے کے لیے بھی stone age کے دور میں جانا پڑتا ھے very hard 😓,Al Habib
Worst app. Poor performance . login issues . every time it shows device cooling time. No other bank shows this error.,Al Habib
I am regreting the day when I opened account in Pakistan's most rubbish 3rd class bank. In this net banking era your app doesn't work properly its a humble request please make your app from UBL app developers or Meezan app developers even easypaisa is better than Bank al Habib,Al Habib
"From last few days an error message shown on my mobile screen while opening this application ""Error, coulnd not connect to to the server"" pls solve the issue..",Al Habib
dear Al Habib Application team you have no idea how to satisfy yuur customers no body knw how to resolve issues many time i mail i call with attached SS its clear this service only accessed in pakistan why you make foul your Customer 1000 rupees balance is gone only for confirmation Still no confirmation kindly don't call me on my registered pakistani number its on Roming if you have no idea to solve this problem plz don't open any NRP account.,Al Habib
Password reset always problem 😭 please solve this issue,Al Habib
I try first time I hope this very well I want to be very well and mother,Al Habib
Nice and secure app.,Al Habib
Pathetic application showing error once type user id and password. I reinstalled it on multiple times but issue has occurred.,Al Habib
Tap nad pay is not showing in application i used tap and pay always declined,Al Habib
The worst bank in Pakistan,Al Habib
Not working properly and having no options to understand,Al Habib
Why you have created this app?. It's frustrating as hell. Fingerprint not working. Forgotten my username and pswrd on reset of uname otp recieved but on pass reset app didn't send otp after 10 minutes i recieved otp on applying it says wrong otp and account went on freeze on second day reset my pass and now when i login usings creds it says error and again account went to freeze period. Like how it is helpful? I'm unable to login in either way😤,Al Habib
New expireance wid this bank but exelent,Al Habib
Account login nhi ho raha aj Sunday ko,Al Habib
Best bank best app,Al Habib
Biometric system is fail 👎,Al Habib
Rubbish .... It's been a week not able to make an account for net banking,Al Habib
"Apart from BAHL Mobile App, everything else fantastic. Please overhaul your mobile app.",Al Habib
Good experience with AL HABIB BANK,Al Habib
Just an average banking application. Requires a lot of improvement,Al Habib
Biometric login is not working.,Al Habib
Good experience every time help full,Al Habib
Best bank application,Al Habib
Very slow application,Al Habib
worst app if you have bank account in bank al habib and creating netbanking account on Al habib mobile and you make any mistake you will never delet your account or Create account again if you are trying to complaint then after months you realized your mistake but the team of Al habib will not respond,Al Habib
Ap application is not working there is problem please inform us soon,Al Habib
Total peace of trash,Al Habib
Buht he ghatita service hai buht mushkil sai unka system update HOTA hai login problem atm problem 😠,Al Habib
Yo late message,Al Habib
Mazakh banadia banking ka na atm chaltay hain or na app nikal k dikhao paisay.,Al Habib
Bakwas tareen..ik ghanta account banwaya phir password bhi inki marzi ka laggao bhai grow up yar..ghtya qaum ban k bethy ho har chez mn koi na koi kami hy kahin koi perfction nhn..10 characters 20 symbols what is this yar phir open b nhn hota,Al Habib
Login Biometric not working. It displays black screen with continueously loader in Hot 30 Play. Already tried by clear cache and clear storage. Also done with setting up my device again by resetting the phone but app still not working,Al Habib
Awesome application and outstanding service,Al Habib
Pathetic user experience. The worst decision I ever made was open my account in al Habib. Totally pathetic app . Is always down . Zero customer service .,Al Habib
It is often that the application does not open. And the application is written that the Rooted Device not support,Al Habib
Safe n secure app,Al Habib
They are very far from other banks in mobile banking. Most of the times it never work in android and then they lock the access. They should hire a proper app expert.,Al Habib
"Worst app ever, never shows my current balance and various many more bugs",Al Habib
Not Received OTP on the time of Registration worst Experience with BAH Bank as well as App,Al Habib
Please update the app its not working icant login since last update whenever i am trying to login an error accord 😔,Al Habib
Me also using this app I like it very much this ia interested app,Al Habib
Biometric issues Again and Again to register the device slow processing,Al Habib
Good attempt for banking app but take a hint from your other peers. Please add some effort on user friendliness and availability of service,Al Habib
To much glitches don't verify I try try again,Al Habib
Worst bank and worst app. Biometric scanner malfunctions.,Al Habib
Why its not installing stuck on 1%.,Al Habib
"I am writing to report an issue with the biometric scanning feature of your mobile banking application. I recently transitioned to a new mobile device and have been experiencing difficulties with the fingerprint recognition system. Despite multiple attempts under various lighting conditions and angles, the system consistently fails to recognize my fingerprints. As I am currently overseas, It's really becoming difficult to cope with this Your IT team's attention to this matter will be very great",Al Habib
BAHL mobile app fullfil the needs of everyone but its front surface looks old,Al Habib
Best for any busines man,Al Habib
Worst service for the costumer,Al Habib
Solve my problams,Al Habib
Har waqt server down kam k time pe transaction nh hoti,Al Habib
Slow and statements are hard to read or tally,Al Habib
"Probably the worst app I've used for banking in Pakistan, literally bound by company to use it.",Al Habib
"Please improve login screen, otherwise a good app",Al Habib
میرے پاس یہ ایپ لوگ ان نہیں ھوتی کافی دنوں سے کوشش کر رہا ہوں جب لوگ ان کرتا ہوں Error آتا ہے سمجھ نہیں آتی مسئلہ کیا ہے,Al Habib
I am not been able to uninstalled this app from my mobile the uninstalling option is hang up,Al Habib
bht hee gandi help line service hay 7 din sa ATM active nai ho rah hay,Al Habib
App boht slow hai otp kabhi receive nahi hota,Al Habib
every time when i open app not work.,Al Habib
My bank so nice and fast bank,Al Habib
Al habib good bink,Al Habib
Very lousy and dirty bank,Al Habib
Nikammi aur fazol tareen service hai,Al Habib
While logging in it gives a message of error and wont login.. after many tries once it logs in. It does not allow new transiction or cannot enter new payee. The OTP never gets recieved. On email or number.,Al Habib
Best app but error option is not good,Al Habib
Worst banking app ever. Everytime you want to make a transaction it fails. Whenever you try to login the server is crashes. They should hire some quality developers for they application.,Al Habib
Bank al habib 👍 great work,Al Habib
I can't login my ac biometric verification going failed again and again what I Ve to do?,Al Habib
Worst app and wrost bank. What the hell is the cooling period what is this nuclear power plant. Second I can't login from the browser who designed this bunch of 9 year olds WAKE UP. Useless bank waste of space and time,Al Habib
Bad experience regarding mobile app,Al Habib
"Hi dear, My mobile application give me error during login the app (no record found) solve it",Al Habib
Quite supporting and handy application of BAHL,Al Habib
3 weeks say app ko login krna cha rehi hun nhi ho rehi na tu online waly sehi say guide kar rehy or bank walay kehty hain online contact karin what the hell meri sub family k account is bank main Abi yeh he socha hai k kesi dusry bank Shift kar dun. Na pasword accept ho raha hai na he change 3 days ka time ka bola tha aj 3 weeks say ziyda ho gay hain i-8 isb branch isb.....,Al Habib
Not working please improve your app go and check the meezan bank app 24/7 it will work,Al Habib
"Worst app ever used, always crash down when trying to login.",Al Habib
Ma apni email bhol gaya konsi Dali thi account opening ke waqt is app ma required he ab me apni registration kese karu is app me??,Al Habib
Nice app compared to previous one. But now the option to download bank statements/transaction history older than 6 months is not possible via the app no idea why that is the case.,Al Habib
"It's terrible where you can't access your account after entering OTP code, forget password is way too long to go, this is just blow your mind, uff, I can't go for bill payment since long ago just due to forget pwd, comparatively meezan bank app is far easy to do, just enter your debit card number & get access again.",Al Habib
"When ever I want to use app, error show itne baqwas aap mene ni dekhe",Al Habib
Very good 👍😊,Al Habib
"Worst experience, login issue always.",Al Habib
where is nfc,Al Habib
Too much errors,Al Habib
Worst banking app I have ever used. I have entered correct id and password but app always shown incorrect user name and password.,Al Habib
Improve app performance and working on app loading speed.,Al Habib
"It's loaded too much when you really want this app to work their system will be down. Hopefully, looking forward to the improvement as the meezan's bank app which is way better that this.",Al Habib
Fazool App hai.OTP Send nhi kr rhi app aur na Account login ho rha hai.Please update app.Its very Frustrated app.very bad Experience.,Al Habib
"Worst bank in Pakistan, worst banking application. I'm sure you are running your IT department with the help of interns. Very frustrating, O god can't explain. I'm going to stop using BAHL service from now.,🙏",Al Habib
"This is so far the worst banking app I've ever used. Every time i have to make urgent transfers, app is unable to connect to server. Have you guys checked other banking apps? Even microfinance banking apps are way better than this. Very poor user experience.",Al Habib
5 star dene ki waja mera account hai is bank mein,Al Habib
Bad experience Meezan Bank's App>>>,Al Habib
Chutyape ki application hai 10 din biometric ki koshish ho hi nhi rahi na kisi branch wale ko pata hai kse hogi na call center walon masla wahin ka wahin application glitch kar rahi hai bar bar biometric option aa rha hai aala chutyape ki aaplication banayi hai,Al Habib
"Totally useless app. Never works when needed, first it took days to setup the account then whenever you are in need, it doesnt work. I have been trying to login from 3 days and its not logging in. I have never had this kind of issue with any other bank, I am deleting this app and also changing my bank. I read some other reviews and I can tell all the 5star reviews are paid or by their employes. Please stop this bs and create better user experience.",Al Habib
Very slow and main problem is transaction history is horrible no details of sender no details of bank just telling amount now you should upgrade this,Al Habib
Very low quality and non recommended application. During registration process it's taking longer time. I have added many time confirmation code by copying from email and message but it's showing wrong code . When I call to help line they referred me to their YouTube channel. What a joke No one want to guide. I have launched a complaint but no one has contacted me after three day even. What a great service 😁😁😁,Al Habib
90% chances to not ligin whenever you need to to login f***,Al Habib
To much problem,Al Habib
Worst app i have ever seen i did biometeric 5 times and still they said your cooling period is started you need to wait 🫷 2 hours,Al Habib
Good bank 🏦,Al Habib
Unable to connect to the server.,Al Habib
Sorry to say Now your service are very slow.,Al Habib
Good for ues,Al Habib
Very poor service not okay app every few weeks a certain problem happen.. Which none message receive (otp) and app open himself without (otp)and no transaction deliver. It might few hours several days and several times. Most of 10am to 5 pm,Al Habib
"Nice app, however it would be more user friendly and appreciate if profile update, FAQs and CHAT BOT options were incorporated in the application.",Al Habib
This bank is thief. Staff is liar. Cheaters bank. Why you don't tell me clearly that you will put heavy charges. I opened a saver acount in August 2024 with Rs. 2000. They sent me the cheque book and visa silver card in September. On 6 September bank charges ADC charges 1301.77 Fed/salestax ADC charges 208.28 On September 16 Bank charges) ADC Charges Rs. 1448.23 Fed/salestax ADC charges Rs. 231 In just one month of opening an account they charged me Rs. 3189 Whyyyyyyyyy?,Al Habib
Biomatric my ahh,Al Habib
AL Habib digital Bink no 1 bink,Al Habib
"Just a awfull experience. Your application is not running properly, not your biomatric function works not even login page works. I think there is fault in your database, because I it's not fetch correct id password, I have tried of keep trying login and forget password 🙏🙏🙏🙏🙏",Al Habib
Worst service. Always shows bugs.,Al Habib
More improved but heavy size may cause loading on small memory mobile phones,Al Habib
Plzz made this app on huawei app store,Al Habib
"3rd class app very bad experience I will remove my account from this bank, the reason is the 3rd class experience with this app.",Al Habib
My app is not working,Al Habib
Worst app... Kabh bh theek nahi chalti slow chalti ha bas intezar krta rahy banda balance show honay ka.. Baraye meharbani apni app ko sahi karyn,Al Habib
Worst App.... As my account is at karachi and now i am at Isb. Here i cant pay my electricity bill of iesco from this.. Even cant load supercard or any other balance to mobile,Al Habib
"I'm unable to perform biometric verification. Error says ""unable to fetch current location"". While location permission is given and device location is active.",Al Habib
I had tried many times to open my account but again again its was locked i had called many times to help line they asked me that they activate the account but when i tried to login it show me account locked,Al Habib
Please unlock my al Habib Mobile app this device,Al Habib
Very nice App,Al Habib
Helpful app easy and simple ..,Al Habib
Very difficult to maintain and activate 😔,Al Habib
Now working fine,Al Habib
It's a useful app it saves time as well,Al Habib
Verey good I like it,Al Habib
Excellent features regarding e statment wht certificate balance certificate You can buy bus airplanr tickets on discounts i rate 5 stars,Al Habib
Now working is better,Al Habib
Very easy to use and futuristic,Al Habib
I trying but its can't woork i don't know what happen,Al Habib
App has improved,Al Habib
Much better now,Al Habib
Best App very reliable and efficent...,Al Habib
Updated version is quite good and includes all but still rapid adoption related to industry highly needed,Al Habib
Good improvements. Getting there for overall cystomer experience. Great work. Keep it up.,Al Habib
Good app in Pakistan,Al Habib
Good Bank app Pakistan,Al Habib
Not a professional app,Al Habib
"Pathetic e banking services, locked my app twice and despite having performed biometric verification in person, the customer representative told me the verification was pending.... And misbehaved.... Pathetic customer services ans pathetic e banking....",Al Habib
مجھے وہ بندہ بتائیں جس نے یہ ایپ بنانے کا مشورہ دیا تھا ۔ پہلے تو میں اسکو مارونگا پھر باقی لوگوں کو ۔ خدا کا خوف کریں اپنی ایپ کو صحیح کریں ۔ پوری بینکنگ انڈسٹری میں سب سے واہیات ایپ ہے Bank Alhabib people don't have skill to launch an app. It's irritating to open. This bank has the worst IT team.,Al Habib
No good experience 🙁,Al Habib
Excellent app and good working,Al Habib
Very Worst Experience on Al Habib Mobile,Al Habib
Application is not user friendly and UI is so out dated.,Al Habib
very bad app dont install this ap everyone,Al Habib
kindly update the app very slow app and update the features,Al Habib
This is frustrating process and not for professional it is completely wasting of time. Please compare other banks app like meezan bank. Abdul hafeez,Al Habib
Bad experience with bank al habib,Al Habib
Very bad app and service,Al Habib
Too much bad experience. Whenever you try to use it. It was stuck.,Al Habib
Bank to hai ab apni Pocket Mein /Super App,Al Habib
Very very 3rd classs app expiriance........,Al Habib
Useless and awfull app don't waste your time using that,Al Habib
Worst experience ever.,Al Habib
What a useless app. I can't even login. Whats the point of this app if this causes more inconvenience than going to the bank. What a joke Bank Al Habib app is. I don't get why you have to do a biometric verification after you tried to login. What kind of stupid design is this. Worst app I used in a long time.,Al Habib
Worst experience always in emergency it never works. This poor Bank couldn't hire a good developers.,Al Habib
Please Update the app and do some changing to paste of account number of fund receiver. So we can easily transfer funds.,Al Habib
Good experience with this app,Al Habib
گھٹیا بنک کی گھٹیا ایپ، انتہا سے زیادہ گھٹیا ایپ ہے جب کھولو error آجاتا ہے، بنک الحبیب والوں تم لوگوں کا زوال شروع ہو گیا ہے بنک کا کام بند کر دو ،,Al Habib
"Pathetic experience of using this app. App is not user friendly and navigations are complicated. App was not working since last many days. Even, reinstalling after multiple deletion doesn't work. Might be the right time to switch to some other bank.",Al Habib
Too much crashes and the app is getting useless day by day when you need to make a transaction you have to wait till the app gets back to operational state... Even easypaisa application is far more better than this junk..,Al Habib
"When we login on a new device, this app requires biometric verification that is a good thing, then why not a biometric facility for pensioners? Why pensioners required to visit bank after every 6 months for providing life certificate? Why pensioners can't avail facility of biometric/life certificate verification at home? Old cheap thinking and pathetic system of bank al habib idiots.",Al Habib
Very bad experience aek bar agr online bill pay krna inky verification code ka wait kro after 10 to 20 minutes code send krain gy phir app kahe ga again login kro phir new code ka wait ye Kya Howa asi tra hmari 4 attempt complete ho Jain gi or km Koch ni ho ga,Al Habib
I want to review less than this Very bad 😔 i Use about 2 year this bank Very Bad customer service 😡😡😡😡🤬🤬🤬,Al Habib
I have the banking,Al Habib
"Pakistan third class bank, all time app not working properly. Not recommended",Al Habib
Best service of Bank Al-Habib Limited,Al Habib
Worst banking app in the world,Al Habib
Worst app that I have ever experienced. To register you and make your id is a world's difficult process.,Al Habib
Very bd app not open verification not complete,Al Habib
Bekar aap he account nh banta time west horha he bank Al Habib hi bekar bank he koi facilities hi nh hen,Al Habib
How to delete transactions from this app.. I want to delete my transactions,Al Habib
"Pakistan poorest mobile app, ATM services and others. They can be stuck you anytime and anywhere. Too much badest and poorest experience with BAHL",Al Habib
"Just Ok. Majority of time this app sucks.... Developer team should have some plan on it very poor when it comes to login issues, session out unexpected time out etc. these are upfront bugs on loading the app at least pay attention to these....",Al Habib
میں بغرض روزگار سعودی عرب میں موجود ہوں. اپنا بنک اکاؤنٹ چیک کرنے سے قاصر ہوں کیونکہ بائیو میٹرک ویری فکیشن مانگی جا رہی ہے. اور آپ کی ایپلیکیشن سعودی عرب میں بائیو میٹرک کرنے سے قاصر ہے. حالانکہ آن لائن ہے. خدا کا نام ہے آسانی پیدا کریں کیونکہ میں پاکستان آ کے ویری فکیشن کروانے سے قاصر ہوں.,Al Habib
Very very bad App,Al Habib
how to open i alwys try to open but error email not accept,Al Habib
So many glitches Some time the app don't even open when I want to do some transactions.,Al Habib
Good 👍 working,Al Habib
"Very good experience with Bank Al Habib, very easy app to operate and staff of Bank Al Habib is commendable and cooperative. Keep it up!",Al Habib
"World's most pathetic, non serious and most disgusting service I've ever faced 😡😡",Al Habib
"Worst app ever Unable to connect, login. When complain they say reinstall karey. But phir bhi nahi chalti.",Al Habib
My Favorite Bank My Favorite App,Al Habib
Third class app...worst UI/UX... continuously lags...most of the time needs to be uninstalled then reinstalled.... awful awful... unfortunately bekar bank ki bakar app,Al Habib
Bht glitch atey h,Al Habib
ایک سٹار بھی صرف اسلیے کہ صارفین ہیں آپکے لیکن کام صفر ہے، سہولت کے لیے ہوتی موبائل ایپ نہ کہ پریشانی کے لیے دعا ہی کرنی پڑتی ہے جب بھی ایپ کھولو,Al Habib
"This app provides good facilities for thats users. This app rating is 3.3, its rating should be 5 stars, and I like it really so much. It's really easy to use for everyone. This app rating may be increased, please.",Al Habib
"It's not allowing me to sign in. App says they have send an email regarding the username I forget, but I didn't received any email. Very disappointed on the team.",Al Habib
"Updated but downgraded, highly disappointed, this review of 2021 is still valid 😐",Al Habib
"This app needs to be banned. I can't login, despite entering the correct password, cant reset password because OTP is never sent to my email. The password validation when signing up is completely broken. Stop impersonating a banking app. Quit scamming people. Pathetic service both in real life and digitally.",Al Habib
Application is not going after biometric verification process,Al Habib
your appp.isss nott workingggggggggggggggggg😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,Al Habib
Not a user friendly app and very difficult to use Time waisting app,Al Habib
Very bad experience ever So useless app in the world,Al Habib
Slow very slow bad experience,Al Habib
بہت ہی بہترین,Al Habib
How to remove access in my ex broken mobile.?,Al Habib
When some time forget user password why you locked the app,Al Habib
"Whenever i tried logging in using fingerprint, a text pops up mentioning ""error"" and nothing else. They seriously need to work on improving mobile app",Al Habib
So slow app,Al Habib
Intiaai ghatya aur fuzool app hay.main ny new account open karwaya hy.meezan bank aur HBL ki behtremn app istimal karnay ky bad ye bank alhabib ki app say sir me dard ho jata hay. One click say kuch pata ni chalta.ky kitni payment receive hoi hay.kitni send hoi hay. Is say acha banda robara meezan bank ki taraf hi chala jaye.,Al Habib
Horrible experience. Extremely slow and pathetic interface. No options for recharge or buy bundles. Worst application i have ever use.,Al Habib
Otp very slow service,Al Habib
So so so bad. App is so outdated so slow. Literally the worst app ive used,Al Habib
Worst app and the bank,Al Habib
Very irritating 😡😭😡😡😡😡😡,Al Habib
"Not working Every time there is a issue in transaction, bill payment ,login soo bad experience worst app",Al Habib
Good app for online banking. I was stuck in biometric verification but than installed biometric app and it works well. Everything is good except the biometric app should be emerged into it. Thanks BAHL,Al Habib
Just ok not reliable enough .,Al Habib
The app is not working in my mobile please update that and that one again,Al Habib
Worst mobile banking app ever.,Al Habib
"Bank Al Habib Mobile App as compared with HBL, Bank Al Habib Mobile App installation take alot of time whereas HBL App installation takes only few seconds to install ... HBL user interface is most better but BAHL App has the worst UI ... loading details/ fetching data is as like 1G data network.... Be simple, but not compromise on functionality ... Thanks",Al Habib
Buht hi gahtiya service hai NetBanking ki payment transfer hi ni Hoti error ai jata bar bar,Al Habib
میں یہ بینک اکاؤنٹ کھول کے میں بہت تنگ ہو چکا ہوں میں نے جب سے اسے کھولا ہے تب سے پریشانی میں ہی پھنسا ہوں ایک بندے نے مجھے پیمنٹ کی اس نے فراڈ کی پیمنٹ لگا دی اس نے کمپلین بھی واپس لے لی پھر بھی 2 مہینے سے زیادہ ہوگیا ہے ابھی تک اکاؤنٹ کھلا نہیں اور اوپر سے پوچھتے ہیں یہ پیمنٹ کہاں سے ائی کیسے ائی حالانکہ بندے نے کمپلین بھی واپس لے لی ہے پھر بھی اتنا تنگ کر رہے ہیں جیسے میں چور ہوں,Al Habib
Bakwas application h,Al Habib
"poor bad worst app, alot of bad words for the development team, shame",Al Habib
