,app,content,score,at
966,Meezan Bank,meezan Bank number one in Pakistan,5,2025-07-06 23:54:08
967,Meezan Bank,good,5,2025-07-06 22:45:43
968,Meezan Bank,thumbs up from me,5,2025-07-06 22:15:06
969,Meezan Bank,Best Of All,5,2025-07-06 21:27:52
970,Meezan Bank,nice,5,2025-07-06 21:26:04
971,Meezan Bank,"app crashes, not very clear with transactions for newbies",4,2025-07-06 21:22:24
972,Meezan Bank,good,5,2025-07-06 21:01:31
973,Meezan Bank,nice,5,2025-07-06 19:29:16
974,Meezan Bank,"The recent update is preventing me from viewing my transaction history. When I try to access the transaction page, I'm prompted to select a date first. However, the page doesn't load properly, so I’m unable to make a selection. After a few seconds, it automatically redirects me back to the home page.",2,2025-07-06 18:53:36
975,Meezan Bank,Good,5,2025-07-06 18:02:17
976,Meezan Bank,Its to good for use..,5,2025-07-06 17:11:40
977,Meezan Bank,very bad app,1,2025-07-06 14:43:34
978,Meezan Bank,tez raftar,3,2025-07-06 13:16:37
979,Meezan Bank,excellent experience great service,5,2025-07-06 11:54:22
980,Meezan Bank,excellent,5,2025-07-06 11:06:49
981,Meezan Bank,the new App sucks. it has become too slow and hangs a lot. the old app was much faster than this one. they should have tested this app before making it public.,1,2025-07-06 10:45:36
982,Meezan Bank,"Meezan bank limited team, I have updated th app afew days ago (almost 148 Mb). But now when I try to get login, again a prompt of app update (18Mb in size) appears. Is it another update.. or a scam plz provide ur assistance. Thank you.",3,2025-07-06 09:26:06
983,Meezan Bank,very good,5,2025-07-06 08:42:04
984,Meezan Bank,the classic app are more better,2,2025-07-06 03:03:58
985,Meezan Bank,This aap is very slow 😡 i am frustrated 😤 because app this app is not good 😒,1,2025-07-06 02:42:46
986,Meezan Bank,good,5,2025-07-06 00:45:29
987,Meezan Bank,Love it,5,2025-07-05 23:34:54
988,Meezan Bank,"Warning ⚠️ 🚨 Avoid Meezan Bank for Payoneer withdrawals, as your payment may get stuck. **Meezan Bank’s Poor Service _ my 100$ stuck About a month ago, I linked my Payoneer account with Meezan Bank and requested a withdrawal of \$100. Unfortunately, even after all this time, I have still not received the amount in PKR. i recommend don't used mezzan bank is this baad service please i request you is this baad to baad service",1,2025-07-05 22:57:37
989,Meezan Bank,Meezan Good banking services 😊,5,2025-07-05 21:49:31
990,Meezan Bank,"pathetic update ever, not able to send money, i contacted for a support byt still my issue isn't resolved",1,2025-07-05 21:19:54
991,Meezan Bank,👍,4,2025-07-05 21:16:47
992,Meezan Bank,very nice and easy method,5,2025-07-05 21:07:14
993,Meezan Bank,it's awesome and fast,5,2025-07-05 20:49:59
994,Meezan Bank,"This app is useless. It does not show my bills. It does not show my internet provider. It does not have full screen receipts. The old app was working great. I don't know why Meezan Bank had to introduce this useless app. (You have asked for screenshots after my review. I am sorry but I have uninstalled this version so I cannot send you any screenshots. I am very satisfied with the old, monochrome version which I have gone back to. I didn't even like the green and yellow colors in this version.",1,2025-07-05 20:33:12
995,Meezan Bank,good work this app,5,2025-07-05 20:24:12
996,Meezan Bank,it's a good bank,4,2025-07-05 18:13:48
997,Meezan Bank,amazing 😍,5,2025-07-05 18:02:44
998,Meezan Bank,nice bank,5,2025-07-05 17:55:20
999,Meezan Bank,"For the past few days, the app has been running slowly because the backend systems (APIs) are not responding as fast as usual. This delay affects login time and slows down other features too. My family and friends are also facing the same problem.",1,2025-07-05 17:07:45
1000,Meezan Bank,good,5,2025-07-05 15:58:38
1001,Meezan Bank,good,5,2025-07-05 15:27:28
1002,Meezan Bank,very good,5,2025-07-05 15:00:39
1003,Meezan Bank,nice 👍,5,2025-07-05 14:58:54
1004,Meezan Bank,good,3,2025-07-05 14:40:19
1005,Meezan Bank,good,5,2025-07-05 14:13:04
1006,Meezan Bank,"The Meezan Bank mobile app is functioning at a very slow pace. When executing any transaction, it presents an error on the front end, while the transaction is successfully processed on the back end. It is important to check the account statement after every transaction to verify its status. Mobile top-up balances have been deducted, but the mobile account has not been charged. Merely focusing on design and color schemes is not enough. There is a need to improve app performance.",2,2025-07-05 13:54:13
1007,Meezan Bank,Best Online Services,5,2025-07-05 11:54:16
1008,Meezan Bank,very good mashaAllah beautiful ❤️❤️❤️,5,2025-07-05 11:43:24
1009,Meezan Bank,logoo KO tang kr rakha hai. mere apney paise JB account main jamah karayee ab Nikal Nahi rahey. error transaction ka option de rahey hain. complain ki.email kya.password reset kya.biometric Bhi kr li. sharm aani Chahiye ghatya service,1,2025-07-05 11:04:59
1010,Meezan Bank,nice and good,5,2025-07-05 09:24:55
1011,Meezan Bank,good bank,2,2025-07-05 08:43:01
1012,Meezan Bank,nice,4,2025-07-05 06:31:49
1013,Meezan Bank,amazing one,5,2025-07-05 05:58:16
1014,Meezan Bank,a good experience I have faced.,5,2025-07-05 05:24:10
1015,Meezan Bank,awesomeness,5,2025-07-05 04:24:59
1016,Meezan Bank,excellent,5,2025-07-05 03:53:14
1017,Meezan Bank,no tap and pay feature is there kindly include it,2,2025-07-05 02:51:03
1018,Meezan Bank,very good 👍,5,2025-07-05 01:45:20
1019,Meezan Bank,great,5,2025-07-04 23:47:38
1020,Meezan Bank,good,5,2025-07-04 23:46:05
1021,Meezan Bank,my balance has stuck from previous 9 months I registered a complaint many times through the branch but still my problem is the same as day one I am really confused how to solve my problem because this Bank has no co-operation regarding my problem.,1,2025-07-04 23:18:38
1022,Meezan Bank,awesome 😎,5,2025-07-04 22:31:38
1023,Meezan Bank,super app,5,2025-07-04 21:34:16
1024,Meezan Bank,this application is better than the older one,5,2025-07-04 20:46:21
1025,Meezan Bank,now Meezan classic is not support in my mobile .. therefore i install this. but this is not good app. its take too much loading in all screens,1,2025-07-04 20:15:11
1026,Meezan Bank,nice app,5,2025-07-04 20:09:22
1027,Meezan Bank,nice,5,2025-07-04 19:36:32
1028,Meezan Bank,My Issue is solve now. Thank you so much amount now reverse.,4,2025-07-04 19:30:11
1029,Meezan Bank,This app is very helpful for those who have meezan bank account,5,2025-07-04 19:24:51
1030,Meezan Bank,excellent,5,2025-07-04 19:13:13
1031,Meezan Bank,"The 2 apps classic and mobile app are not synchronized, i updated the password for my account on the mobile app, but the password for the classic didn't change. Also the view on a tablet is totally unusable, i cant even see the buttons properly.",2,2025-07-04 18:53:40
1032,Meezan Bank,you are so best,5,2025-07-04 18:18:05
1033,Meezan Bank,very good,3,2025-07-04 18:15:34
1034,Meezan Bank,Goog,5,2025-07-04 18:10:45
1035,Meezan Bank,gud,5,2025-07-04 17:59:43
1036,Meezan Bank,Too much bad service. I try many times but can't receive otp. Aaj hii mein nayy account open karwaya hai. Account number ka bhi message nhi aaya again mujhay bank jana para. And otp bhi nhi aa raha bank officer k samnay mobile app par registration kii. Phir fazool tareen excuse dia uss nayy network problem ka. Internet mera boht acha chal raha tha.,1,2025-07-04 17:44:50
1037,Meezan Bank,useless app,1,2025-07-04 17:44:06
1038,Meezan Bank,why Meezan have one app it is difficult to understand which one is original app.,5,2025-07-04 17:39:57
1039,Meezan Bank,very Baad experience. my payment has been stucked 6 times in two months. and every time it takes 10 days to get money back . I don't recommend this app. I was a regular user of meezan I leave this just because of there issue.,1,2025-07-04 17:37:46
1040,Meezan Bank,good,5,2025-07-04 17:00:20
1041,Meezan Bank,ok,5,2025-07-04 16:45:05
1042,Meezan Bank,5 star,1,2025-07-04 16:33:41
1043,Meezan Bank,Useless very useless,1,2025-07-04 16:03:12
1044,Meezan Bank,pathetic app after update... too slow,1,2025-07-04 15:49:51
1045,Meezan Bank,good,5,2025-07-04 15:21:20
1046,Meezan Bank,good,5,2025-07-04 15:12:19
1047,Meezan Bank,much better than the classic app beautiful and attractive design i like it 😍,5,2025-07-04 12:10:28
1048,Meezan Bank,nice one,5,2025-07-04 11:52:00
1049,Meezan Bank,very good,5,2025-07-04 11:25:44
1050,Meezan Bank,good,5,2025-07-04 10:50:25
1051,Meezan Bank,👌🏻👌🏻👌🏻,5,2025-07-04 10:28:17
1052,Meezan Bank,Very good app simple and fast 👍👍👍,5,2025-07-04 08:26:52
1053,Meezan Bank,good job,4,2025-07-04 03:11:50
1054,Meezan Bank,good,4,2025-07-04 02:18:25
1055,Meezan Bank,ok 100000 Mera experience ke upar bahut achcha Raha bahut aasani se mera account khul gaya yah bahut acchi hai per maidan pen ki,5,2025-07-04 00:21:14
1056,Meezan Bank,very good,5,2025-07-04 00:09:01
1057,Meezan Bank,Good luck,5,2025-07-04 00:02:28
1058,Meezan Bank,good,5,2025-07-03 23:02:29
1059,Meezan Bank,good,5,2025-07-03 22:50:29
1060,Meezan Bank,"I updated this app. Rather, i was forced to update. Otherwise, i would not proceed. The update has made transactions really slow - they lag. Not happy.",1,2025-07-03 22:30:57
1061,Meezan Bank,"Please improve the UI, it's not really engaging and should not offer a design that looks like 1990. It should offer smoothness and better UI design like other banks Jazzcash, Nayapay, Sadapay 🙏🏻",1,2025-07-03 22:23:47
1062,Meezan Bank,I like meezan Bank,5,2025-07-03 21:46:54
1063,Meezan Bank,app not work in my mobile...huawei nova13,1,2025-07-03 21:24:39
1064,Meezan Bank,great app,5,2025-07-03 21:15:09
1065,Meezan Bank,great feature,5,2025-07-03 21:08:02
1066,Meezan Bank,it's good,5,2025-07-03 20:51:55
1067,Meezan Bank,Great service,5,2025-07-03 20:17:19
1068,Meezan Bank,Masha Allah Zabardast App,5,2025-07-03 20:01:38
1069,Meezan Bank,good,5,2025-07-03 19:52:21
1070,Meezan Bank,good,5,2025-07-03 19:39:47
1071,Meezan Bank,it just works 👌,5,2025-07-03 19:33:46
1072,Meezan Bank,excellent BNAK in Pakistan,5,2025-07-03 19:24:27
1073,Meezan Bank,app is good but too slow than older app,3,2025-07-03 17:21:55
1074,Meezan Bank,Very good bank in pakistan,5,2025-07-03 17:12:55
1075,Meezan Bank,going really bad at the moment. nothing happens after I click login after putting in my username and password. no error no nothing. it's like nothing happens. the loading icon appears for a second and than back to login. tried reinstalling multiple times as well,1,2025-07-03 16:34:52
1076,Meezan Bank,"since the classic app forced to update with this new one. New one has many things need to be fixed. 1. can't login to old one it keep displaying update app. even though I have updated the new version. 2. can not able to pay mobile phone postpaid bill. 3. all Beneficiary not showing, when try to add it won't allow duplicate entry. 4. Fix all issue on urgently or other wise let user allow to use classic app .",2,2025-07-03 14:23:37
1077,Meezan Bank,easy and helpful i like it,5,2025-07-03 13:28:56
1078,Meezan Bank,great App for easy payment method,5,2025-07-03 13:06:14
1079,Meezan Bank,Good,5,2025-07-03 12:54:51
1080,Meezan Bank,There is Alot of login issues every time when i try to login always show that wrong username or password and when i try to reset my password they show that even account nmbr was invalid so slow service of online banking,1,2025-07-03 12:54:03
1081,Meezan Bank,Good mobile meezan Bank apps,5,2025-07-03 12:29:11
1082,Meezan Bank,Excellent as the Meezan bank is on the way to provide more services response compared to other banking networks.,5,2025-07-03 12:12:51
1083,Meezan Bank,nice one,5,2025-07-03 11:05:40
1084,Meezan Bank,good,5,2025-07-03 10:53:42
1085,Meezan Bank,Nice App,5,2025-07-03 10:45:05
1086,Meezan Bank,very good,4,2025-07-03 09:41:59
1087,Meezan Bank,Best banking in pakistan,5,2025-07-03 09:10:18
1088,Meezan Bank,very good 👍👍👍👍👍,5,2025-07-03 08:34:10
1089,Meezan Bank,Usefull,5,2025-07-03 08:33:06
1090,Meezan Bank,good,4,2025-07-03 08:26:35
1091,Meezan Bank,good,5,2025-07-03 08:02:50
1092,Meezan Bank,good app,5,2025-07-03 07:26:13
1093,Meezan Bank,very poor service I am facing many issue on this App I cannot be able to do transaction.,1,2025-07-03 06:42:46
1094,Meezan Bank,nice 👍👍👍,5,2025-07-03 05:38:45
1095,Meezan Bank,"this app is good but there isn't any feature to see statements with filters which i tried to see my statements error came that please add filer but there isn't any option for that, so i need to download classic app for that please fix this issue.",4,2025-07-03 04:52:03
1096,Meezan Bank,worst app ever. super outdated design and almost chalti hi nahi aur agar chal jaye toh 10 15 mint le jati. kindly hire good designers and developers.,1,2025-07-03 04:03:40
1097,Meezan Bank,Mezan Banks service & Application very disappointed me i am new user and a month ago these app no working with me. i called Mezan bank multiple time but they did not fix it my query yet.,1,2025-07-03 03:51:48
1098,Meezan Bank,"This is the most boring and useless application in the world, from Meezan Bank.",1,2025-07-03 03:12:04
1099,Meezan Bank,good,5,2025-07-03 02:20:17
1100,Meezan Bank,ok,5,2025-07-02 23:37:18
1101,Meezan Bank,nice 👍 app,5,2025-07-02 23:29:29
1102,Meezan Bank,very poor this app every day need update this is not good during emargancy need,1,2025-07-02 23:08:19
1103,Meezan Bank,Soo nice appp,5,2025-07-02 22:32:51
1104,Meezan Bank,excellent due to Payoneer account linking option,5,2025-07-02 22:28:58
1105,Meezan Bank,good app,5,2025-07-02 21:26:34
1106,Meezan Bank,this app has issues related to transactions.,3,2025-07-02 20:50:01
1107,Meezan Bank,good,5,2025-07-02 20:33:08
1108,Meezan Bank,good,5,2025-07-02 20:15:18
1109,Meezan Bank,Good,5,2025-07-02 20:15:12
1110,Meezan Bank,v good,5,2025-07-02 19:19:54
1111,Meezan Bank,excellent 100%,5,2025-07-02 19:19:19
1112,Meezan Bank,"Trying to log in since months but it always asks for biometric and gets stuck after scaning left hand, same works ok on iOS.",1,2025-07-02 18:42:11
1113,Meezan Bank,Excellent ...easy to use,5,2025-07-02 18:22:13
1114,Meezan Bank,okay,5,2025-07-02 18:12:35
1115,Meezan Bank,Excellent services,5,2025-07-02 18:12:33
1116,Meezan Bank,pathetic UI/UX and load time is like waiting for centuries,1,2025-07-02 16:53:37
1117,Meezan Bank,It's good and work well,1,2025-07-02 16:53:12
1118,Meezan Bank,good,5,2025-07-02 16:34:24
1119,Meezan Bank,very fantastic app,5,2025-07-02 15:50:49
1120,Meezan Bank,ok,5,2025-07-02 15:43:25
1121,Meezan Bank,"Very slow, very buggy and Pathetic",1,2025-07-02 15:11:22
1122,Meezan Bank,Ok,5,2025-07-02 15:02:57
1123,Meezan Bank,good,5,2025-07-02 15:01:31
1124,Meezan Bank,amazing 😍😍,5,2025-07-02 14:59:58
1125,Meezan Bank,I'm satisfied...,5,2025-07-02 14:45:33
1126,Meezan Bank,nice,5,2025-07-02 14:24:30
1127,Meezan Bank,please don't taken tax from me because I am student,5,2025-07-02 13:29:36
1128,Meezan Bank,good,5,2025-07-02 12:52:38
1129,Meezan Bank,good 👍,5,2025-07-02 12:43:56
1130,Meezan Bank,very good bank,5,2025-07-02 12:30:20
1131,Meezan Bank,Nice,5,2025-07-02 12:28:23
1132,Meezan Bank,this app is very easy to use rather than other banks app . this is a user friendly app.,5,2025-07-02 12:10:02
1133,Meezan Bank,"Disappointing experience with Meezan Mobile Banking App. It's slower than the classic app, with frustrating loading times. I tried to make a payment, but the app was stuck loading, so I closed it and retried, but it ended up deducting the amount twice. I'm really disappointed with the app's performance.",1,2025-07-02 11:59:58
1134,Meezan Bank,good,5,2025-07-02 11:53:58
1135,Meezan Bank,very good 👍,5,2025-07-02 11:22:15
1136,Meezan Bank,good,5,2025-07-02 10:43:01
1137,Meezan Bank,awsum,5,2025-07-02 10:23:16
1138,Meezan Bank,Best banking app ever... easy to use and navigate.... Best UI UX,5,2025-07-02 10:04:28
1139,Meezan Bank,little bit slow,4,2025-07-02 09:50:14
1140,Meezan Bank,We have benefited from Meezan Bank app,5,2025-07-02 08:53:03
1141,Meezan Bank,👍,5,2025-07-02 06:53:07
1142,Meezan Bank,"WHAT'S GOING ON WITH EVERY UPDATE THERE'S SOME NEW PROBLEM POPPING UP !???? WHY THE TRANSACTION HISTORY KEEP SHOWING ""LOADING"" BUT IT NEVER LOADS !???",1,2025-07-02 06:00:48
1143,Meezan Bank,V Good,5,2025-07-02 05:46:42
1144,Meezan Bank,It is very fast and reliable at least works when needed,5,2025-07-02 05:34:36
1145,Meezan Bank,"easy to use, easy to handle, easy to transfer funds, and always online available 😀",5,2025-07-02 04:50:59
1146,Meezan Bank,good app,5,2025-07-02 01:24:46
1147,Meezan Bank,Good,5,2025-07-02 00:18:57
1148,Meezan Bank,Please get a good UI designer. The design isn't that good 🙏,3,2025-07-02 00:05:28
1149,Meezan Bank,good service,5,2025-07-01 23:47:58
1150,Meezan Bank,"The app is overall very good and user-friendly. However, it would be much better if you could add the option to download account statements. Please consider adding this feature. Thanks!",5,2025-07-01 23:15:57
1151,Meezan Bank,slow working,1,2025-07-01 23:01:08
1152,Meezan Bank,every time the bank updates the app it gets worse the username and password doesn't work after every update and asks for too much,1,2025-07-01 22:42:46
1153,Meezan Bank,very good 👍,5,2025-07-01 22:31:49
1154,Meezan Bank,"It would be good if you could add email & phone number updates in account settings in the app or on the website. Otherwise, the app is perfect.",3,2025-07-01 22:22:34
1155,Meezan Bank,good banking system,5,2025-07-01 22:16:28
1156,Meezan Bank,good,5,2025-07-01 21:37:36
1157,Meezan Bank,abslute fantastic,5,2025-07-01 21:29:56
1158,Meezan Bank,Good Service,5,2025-07-01 21:14:34
1159,Meezan Bank,Pakistan no 1 bank system,5,2025-07-01 21:00:44
1160,Meezan Bank,Excellent Application,5,2025-07-01 20:57:15
1161,Meezan Bank,good service 💯 👍,5,2025-07-01 20:33:53
1162,Meezan Bank,very good app i am so happy after using this because my all problems solved in this app.,5,2025-07-01 20:29:14
1163,Meezan Bank,Very bad experience with this app.....es app mai payment stuck ka issues bot zaida arha or es per jaldi sy koi hal b nae kia jata bot delay hota very bad,1,2025-07-01 20:15:13
1164,Meezan Bank,very nice 👍,5,2025-07-01 19:54:19
1165,Meezan Bank,very nice👏👏👏👏👏👏👏,5,2025-07-01 19:25:14
1166,Meezan Bank,good,1,2025-07-01 19:18:14
1167,Meezan Bank,good,5,2025-07-01 17:42:10
1168,Meezan Bank,well,5,2025-07-01 17:33:54
1169,Meezan Bank,good,5,2025-07-01 17:23:24
1170,Meezan Bank,very good 👍,5,2025-07-01 16:03:12
1171,Meezan Bank,from last 2 months i can't login the new app. the old app also doesn't work.,1,2025-07-01 16:02:31
1172,Meezan Bank,nice,5,2025-07-01 15:37:20
1173,Meezan Bank,very good,5,2025-07-01 15:34:41
1174,Meezan Bank,Fantastic banking services,5,2025-07-01 15:10:33
1175,Meezan Bank,excellent 👍,5,2025-07-01 15:06:51
1176,Meezan Bank,"I found this application design awesome but still application loading time is too much.i encountered difficulty in opening the application today, evertime it directs me to install application via play store and even after doing so it again turn to same page resulting no application access further more .Plz fix this issue to make it suitable for every one to operate easily",1,2025-07-01 15:02:18
1177,Meezan Bank,nice,5,2025-07-01 14:09:10
1178,Meezan Bank,"New options are much better then the old version. The only thing I observed it's heavy app, took time in loading. Developers should work on this.",5,2025-07-01 14:02:15
1179,Meezan Bank,very good,5,2025-07-01 13:53:07
1180,Meezan Bank,amazing experience with meezan digital app I appreciate the Meezan,5,2025-07-01 12:40:34
1181,Meezan Bank,bad app,1,2025-07-01 12:31:36
1182,Meezan Bank,still many features missing,3,2025-07-01 12:30:14
1183,Meezan Bank,Good,5,2025-07-01 12:26:43
1184,Meezan Bank,nice,5,2025-07-01 12:07:28
1185,Meezan Bank,good👍,5,2025-07-01 11:40:43
1186,Meezan Bank,Good working,5,2025-07-01 11:37:23
1187,Meezan Bank,v nice options,5,2025-07-01 11:29:02
1188,Meezan Bank,Good service,4,2025-07-01 11:25:53
1189,Meezan Bank,Meezan Bank is very good bank and it's staff also very punctual and loyal and hard worker,4,2025-07-01 10:47:46
1190,Meezan Bank,very good Bank app,5,2025-07-01 10:44:53
1191,Meezan Bank,poor sever and pement send problem,1,2025-07-01 08:33:52
1192,Meezan Bank,Nice beautiful app,5,2025-07-01 07:28:13
1193,Meezan Bank,easy to use,5,2025-07-01 05:18:40
1194,Meezan Bank,a great services,5,2025-07-01 04:34:42
1195,Meezan Bank,The app is good but u guys need to update its app design cuz it looks old.. u can have some ideas from nayapay or sadapay or maybe jazzcash .. u guys should update ur app interface also some card management details like card limits and other things otherwise service is great,5,2025-07-01 03:23:14
1196,Meezan Bank,"WTH! You want so many documents which is so annoying AND A SELFIE? WHYY??? AND YET after completing the verification, I have to wait 2 hours to access the app?? What if I wanted to make an urgent payment?? JUST WHYYY",1,2025-07-01 03:00:18
1197,Meezan Bank,naice,5,2025-07-01 02:03:33
1198,Meezan Bank,wow,5,2025-07-01 01:30:44
1199,Meezan Bank,Please! Renew the UI/UX,5,2025-07-01 01:02:13
1200,Sunwai,good,5,2025-07-09 22:04:20
1201,Sunwai,I am unable to login after sing up. Can app developer help me. I am unable to share screen shot in review.,1,2025-07-08 12:58:51
1202,Sunwai,seems useless,1,2025-07-03 01:05:30
1203,Sunwai,bakwas hai sara masala hall ni krtay direct ap ki complain drop kr k msg krtay solve hogaya halank wo usitarah pending Chal Raha HOTA hai,1,2025-06-30 15:13:26
1204,Sunwai,Stunning,5,2025-06-29 09:33:47
1205,Sunwai,we can't complain against branchless banking like Sadapay Nayapay,1,2025-06-25 13:48:11
1206,Sunwai,very helpful app for everyone.,5,2025-06-06 12:18:46
1207,Sunwai,very bed,1,2025-06-05 18:35:00
1208,Sunwai,"I was Happy to see this App. But When I was looking for HBL KONNECT option. It was not present there. I want to file a dispute against HBL KONNECT, Which is a Product of HBL. Kindly List all the Options HBL KONNECT Nayapay SADAPAY I hope Team will look into it .",3,2025-06-05 10:32:58
1209,Sunwai,"Please add missing UBL branch Wah Model Town, GT Road,",2,2025-06-01 19:08:21
1210,Sunwai,This platform is also useless and not Helpful. I raised 2time complaint to provide all the supporting documents. my issue is still not resolved. they closed my complaint without solving it and status shows it is resolved. (complain No.83655 & 88636) without solving it and status shows it is resolved.,1,2025-05-31 15:07:43
1211,Sunwai,Unable to reset my password since one year,1,2025-05-31 09:48:16
1212,Sunwai,sunwai portal is not working,1,2025-05-27 08:32:31
1213,Sunwai,ASSALAMU ALAIKUM I WILL COMPLAINT 3 TIMES BUT TILL NOW NO RESPONSE FROM TEAM... I AM STILL WAITING WITH PATIENCE WITH POSITIVE THOUGHTS I WIIL REQUEST TO SUNWAI APP TEAM PLZPLZ PLZ SOLVE MY PROBLEM 🙏🏻😭🙏🏻😭🙏🏻😭🙏🏻😭,3,2025-05-22 21:55:12
1214,Sunwai,best app best people thank u govt pak nd thnk u un logo ka jo yaha mulazam ha or hmari bat snte hain thnk u,5,2025-05-18 20:54:15
1215,Sunwai,👍,5,2025-05-16 12:28:59
1216,Sunwai,There is no way to change the email address. I accidentally put wrong email and now the app not allowing me to change email address.,1,2025-05-15 19:31:56
1217,Sunwai,very bad app there is no out look even no scroll to see full content worst app... and also no any response...just clos3 the complaint without information...,1,2025-05-12 10:53:44
1218,Sunwai,very helpful,5,2025-05-11 19:39:26
1219,Sunwai,very Great App. I issued a complain about account hold .. they took action abruptly. very Helpful..,5,2025-05-06 16:29:53
1220,Sunwai,the worst 😭 application I ever had experienced.,1,2025-05-05 10:00:24
1221,Sunwai,"Thanks for launching this app/portal by state bank of Pakistan. I submitted a complain regarding my account, withing short time my issue was resolved. Thanks regards",5,2025-05-04 22:21:37
1222,Sunwai,does not working,1,2025-05-04 00:06:03
1223,Sunwai,There is no wallet account show in the list.how can i submit the complain against wallet account like Nayapay,1,2025-05-02 14:56:26
1224,Sunwai,"After following all the signing up procedures when I tried to sign in, it's not accepting my username and password. Now I have been trying for over a week the 'Forget Password' option but it's not accepting its own password reset codes.👎👎👎",1,2025-04-29 13:46:06
1225,Sunwai,Bad and not Helpful at All. same as other government platforms This platform is also useless and not Helpful. I raised a complaint to provide all the supporting documents. my issue is still not resolved but they closed my ticket.I advise people who are looking for reviews that do not waste your time for this platform and try another way if you have any issues,1,2025-04-28 13:12:48
1226,Sunwai,Great app i am Reaulvd our esy paisa acount this apsss thanks sunwai apps,5,2025-04-25 12:13:56
1227,Sunwai,I have launched complaint on this app from last week and still no response?????,3,2025-04-24 04:01:18
1228,Sunwai,اتہائی بکواس ایپ ھے یہ میں ابھی اس میں سائن ان ھی نہیں ھوسکا شکایت درج کرنا تو بہت دور کی بات ھے یہ شکایت درج نہیں کرنے کی سہولت نہیں دے رہی توشکایت ھل کیسے کرے گی ؟,1,2025-04-22 18:54:12
1229,Sunwai,they closed my complaint 2 times without solving it and status shows it is solved.,1,2025-04-21 16:09:03
1230,Sunwai,it is very poor...slow working app..we can not sign up easily... password creating problem,1,2025-04-20 11:17:34
1231,Sunwai,"very good platform for banking sector, complaints, very helpful and quick response of SBP team. I appreciated",5,2025-04-18 14:34:30
1232,Sunwai,absolutely good experience,5,2025-04-17 09:24:01
1233,Sunwai,error login issue I changed my password 2 times again incorrect login details,1,2025-04-14 20:01:22
1234,Sunwai,This app is very good and easy way to solve your banking problem.Thank you so much for recovering my money from easypaisa,5,2025-04-10 06:35:06
1235,Sunwai,"I signed up by entering all my details, but when I tried to log in after registration, it kept saying, ""Your phone number or password is incorrect."" I’ve tried multiple times, double-checked everything, but still can't get in. This is extremely frustrating! Please fix this issue immediately.",1,2025-03-29 05:59:09
1236,Sunwai,app don't work I create account but when I trying to login its show error,1,2025-03-24 04:38:25
1237,Sunwai,"""org.xml.sax.SAXParseException; lineNumber: 7; columnNumber: 58; The character reference must end with the delimiter."" facing this error and can't login after resetting the password. However, on website, can login using old password successfully.",1,2025-03-20 06:11:33
1238,Sunwai,Third class app After creating login issues like authentication error,1,2025-03-14 07:44:43
1239,Sunwai,Best app good response acha setup hai,5,2025-03-12 04:42:34
1240,Sunwai,PASSwORD FORGET KRNY PY Sari information B Dy di Next setup py Error ajata ha Invalid Details Ab btaye kia kry,1,2025-03-08 22:57:17
1241,Sunwai,If I am to be directed to a website. Why even create an app.,1,2025-03-08 01:37:09
1242,Sunwai,Mene easy pesa helpline na call recive karhay na ap log kuch easy pesa q karhay ha aesa,2,2025-03-06 23:27:24
1243,Sunwai,"The Sunwai app is a helpful initiative by SBP for filing complaints against banks. However, it does not include Electronic Money Institutions (EMIs) like JazzCash, NayaPay, and SadaPay, which are widely used in Pakistan. Many users face issues with these services, such as unauthorized transactions and service failures, but there is no way to report them through this app. I request SBP to update Sunwai and add EMIs to the complaint system for better consumer protection.",4,2025-03-05 17:59:35
1244,Sunwai,Not working,1,2025-03-05 13:02:39
1245,Sunwai,Quick response and guaranteed issues solution here,5,2025-02-28 18:42:02
1246,Sunwai,"I registered on the Sunwai State Bank Complaint Portal, but now I can't log in. I even tried the ""Forgot Password"" option, but it doesn't work—it just doesn't proceed. This is really frustrating as I need to access my account. Please fix this issue or provide a way to reset my account. Poor user experience! 👎",1,2025-02-25 23:04:24
1247,Sunwai,rating ⭐⭐⭐⭐⭐ but kindly update it and add my city Sangla Hill District Nankana also every missing city in it.,5,2025-02-25 19:34:28
1248,Sunwai,"Very good for, easy paisa, bank account I'd or other digital wallet problem, etc but request to the owner please update app for more to use easy",5,2025-02-23 21:48:02
1249,Sunwai,"Very bad I was not able to login either I have entered my all information,👎👎",1,2025-02-20 16:58:27
1250,Sunwai,I have a great experience issue timely resolved,5,2025-02-19 10:12:27
1251,Sunwai,Sunwai app per regester kia ha laken login nahi ho rah please help me,4,2025-02-18 07:09:12
1252,Sunwai,Easy paisa digital bank is not available in the app scroll down menu.,1,2025-02-15 12:11:39
1253,Sunwai,Didn't Work properly unit one time signin every time shoe authentication error without authenticating.,1,2025-02-13 00:34:57
1254,Sunwai,Good one,5,2025-02-06 12:50:00
1255,Sunwai,Good app,5,2025-02-04 10:38:02
1256,Sunwai,Really helpful source.,5,2025-02-03 18:42:29
1257,Sunwai,i had a wonderful experience on this app. highly recommended,5,2025-02-03 18:01:39
1258,Sunwai,Now i know why this app name is sunwai very useful and justifying app.👍🏻,4,2025-02-03 15:23:14
1259,Sunwai,Amažing Features 😊,5,2025-02-03 14:45:05
1260,Sunwai,Best of luck,5,2025-02-01 01:21:05
1261,Sunwai,Excellent initiative by SBP,5,2025-01-31 17:12:08
1262,Sunwai,Best experience,5,2025-01-31 16:59:19
