content,app,aspects,opinions,sentiments,categories,mapped_categories
"probably the worst mobile app ever. you cannot see your transactions, it gives you error selecting your date range. while date range page don't pop up n ended up with error. don't know what to do.",Meezan Bank,['mobile app'],['worst'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Improved User Interface & Functionality,Meezan Bank,['User Interface & Functionality'],['Improved'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
best application Mashaal Allah.,Meezan Bank,['application'],['best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
very easy useful app,Meezan Bank,['app'],['easy'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
good and fast app,Meezan Bank,['app'],['good'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
meezan bank nice 👍,Meezan Bank,['meezan bank'],['nice'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
Nice and great step for making job easy,Meezan Bank,['job'],['easy'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
HBL is 1000% better than meezan Bank I created an account in HBL within 15 minutes. meezan Bank Very bad services for our overseas Pakistani I want to update my mobile number meezan Bank social media team told me you come to Pakistan then we will change your number what the f***. four only change number should I come Pakistan please don't open account this Bank.,Meezan Bank,"['services', 'meezan Bank']","['bad', 'bad']","['negative', 'negative']","['SERVICE#GENERAL', 'SUPPORT#GENERAL']","['BRANCH_SERVICE', 'CUSTOMER_SUPPORT']"
very bed experience not make a account,Meezan Bank,['bed'],['NULL'],['negative'],['AMBIENCE#GENERAL'],['ENVIRONMENT_FEEDBACK']
Nice and very simple app,Meezan Bank,['app'],['Nice'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
Login is not Working?,Meezan Bank,['Login'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
new app 2.0 very good,Meezan Bank,['app 2.0'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
good appreciate meezan bank limited,Meezan Bank,['meezan bank limited'],['good'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
good 👍 app,Meezan Bank,['app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Just Started Using... Nice App,Meezan Bank,['App'],['Nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
it's very banificial,Meezan Bank,['NULL'],['bananaficial'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
My personal Experience Said To This Is awesome And great Mobile Banking App,Meezan Bank,['Mobile Banking App'],['awesome'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
old app was good,Meezan Bank,['app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
profit Kon Si date ko lagta hai,Meezan Bank,['Kon Si date ko lagta hai'],['profit'],['positive'],['RESTAURANT#GENERAL'],['LOCATION_FEEDBACK_MISC']
"its very helpful thanks Meezan Bank""🙏🏻🤗💕",Meezan Bank,['NULL'],['helpful'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
Assalamualaikum sir your app is very good 👍 for day to day transactions and finance but it should have an option of easycash loan it will be helpful for costumers . According to their criteria in the app like other apps,Meezan Bank,['app'],['good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
good work meezan bank,Meezan Bank,['meezan bank'],['good'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
fine or good digital app,Meezan Bank,['digital app'],['fine'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
features ksi kam k nhi hain. is se acha to local apps hain. Please upgrade kren isk feature or thora reality keke aen. koi local website jesa isk menu hain,Meezan Bank,['NULL'],['NULL'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
bilkul bakwas bank hy bhai ap ka itni slow service agar paisy bandy k phans jaen to wo banda khawar ho jata hy HBL me to foran us ka hul nikalta hy pr yaha help line py bat kro agy wo 7 din ka time dy daity hen or 7 din bad b masla hul ni hota ajeeb darama hy,Meezan Bank,"['service', 'help line']","['slow', 'NULL']","['negative', 'negative']","['SERVICE#GENERAL', 'SERVICE#GENERAL']","['BRANCH_SERVICE', 'BRANCH_SERVICE']"
"absolutely third class application service, whenever we make transaction it hows error. really disappointed",Meezan Bank,['application service'],['disappointed'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
very good👍 service,Meezan Bank,['service'],['good'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
Bad service for overseas Pakistani,Meezan Bank,['service'],['Bad'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
Meezan Bank is best aap the world I like it very much,Meezan Bank,['Meezan Bank'],['best'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
"We shifted to this new version of the app, lost most of the beneficiaries, and yet it takes about 50 to seconds to login, what's the catch?",Meezan Bank,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
25-May-2025 After 2 months successfully Login with new app. New features added but CDC Transfer unavailable. Seem excellent app. 24-Mar-2025 Screenshot sent to your given WhatsApp but nobody responded yet. Unable to Scan CNIC. Rectify the issue.,Meezan Bank,['CDC Transfer'],['unavailable'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
exclusive experience using this app,Meezan Bank,['app'],['exclusive'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
I never seen fast service like this.,Meezan Bank,['service'],['fast'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
Best bank ❤️,Meezan Bank,['bank'],['Best'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
Great Application Super fast ❤️,Meezan Bank,['Application'],['Great'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"the app is nothing too fancy but it does almost everything you need. although one thing I really wish they would add is more customization for the app. like Dark mode, different colors and etc. Otherwise, The app works perfectly fine from my experience with no instability or other issues.",Meezan Bank,['app'],['fine'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
I am unable to connect my Payoneer account with the app despite sending multiple emails and contacting customer support.,Meezan Bank,"['Payoneer account', 'app']","['unable to connect', 'unable to connect']","['negative', 'negative']","['SOFTWARE#GENERAL', 'SOFTWARE#GENERAL']","['APP#FEATURES', 'APP#FEATURES']"
"after BVS approval it stucks on Your CNIC is matched with Nadra Database, and pressing Continue button does nothing.",Meezan Bank,['NULL'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"Very safe, nice ui and easy to use application",Meezan Bank,"['ui', 'application']","['safe', 'nice']","['positive', 'positive']","['OS#USABILITY', 'SOFTWARE#USABILITY']","['UI_COLOR#USABILITY', 'APP#USABILITY_FEATURES']"
selec fund option after click invest in enable to be clicked and dips down the mobile screen,Meezan Bank,['selec fund option'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
the old app looks was better than this outlook,Meezan Bank,['app looks'],['better'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"new update is crashing, the app isn't working. can't event log in now, shouldn't expect anything good, did a mistake updating it",Meezan Bank,"['new update', 'app']","['crashing', 'NULL']","['negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#PERFORMANCE', 'APP#PERFORMANCE']"
Thanks for payment Mezan,Meezan Bank,['payment'],['Thanks'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
very nice 👍 bank 🏦 account,Meezan Bank,['bank  account'],['nice'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
the app is good. but I suggest just follow hbl online banking app format they have follow all the international formation.,Meezan Bank,"['app', 'hbl online banking app format']","['good', 'NULL']","['positive', 'positive']","['SOFTWARE#GENERAL', 'SOFTWARE#GENERAL']","['APP#FEATURES', 'APP#FEATURES']"
Bhai yeh ap KO bar bar app update Ker ne ki zarorat Hoti hai.,Meezan Bank,['bar bar app'],['NULL'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
can we trust you. it like third party app,Meezan Bank,['app'],['NULL'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"I update this app today after update Its start crashing suddenly when I open it not even reaching to Login page. Even though my device is compatible idk I tried everything Clear cache and restart the phone, reinstall application etc.. But not working.",Meezan Bank,['app'],['crashing'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
New update is very worse it is not working at all😡,Meezan Bank,['update'],['worse'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
good experience. fast service,Meezan Bank,['service'],['fast'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
very good 👍😊,Meezan Bank,['NULL'],['good'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
Great services and very fast and efficient friendly staff cooperative thank u so much for your kindness,Meezan Bank,"['services', 'staff']","['Great', 'fast']","['positive', 'positive']","['SERVICE#GENERAL', 'SERVICE#GENERAL']","['BRANCH_SERVICE', 'BRANCH_SERVICE']"
"Very good and excellent service thanks, meezan Bank",Meezan Bank,['service'],['good'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
One of the best mobile application i used ever,Meezan Bank,['mobile application'],['best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Baar baar apdate mangtay han,Meezan Bank,['Baar baar apdate mangtay han'],['NULL'],['positive'],['RESTAURANT#GENERAL'],['LOCATION_FEEDBACK_MISC']
this app should show reaming limit and 2nd easier user interface and 3rd upgrade limit from app the world are going single tap transfer and this app still not showing reaming limit,Meezan Bank,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
woow best app,Meezan Bank,['app'],['best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
why there are two apps. Confuses with scams app and fishings,Meezan Bank,['apps'],['NULL'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
best bank meezan,Meezan Bank,['bank meezan'],['best'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
I was facing login problem but it resolved,Meezan Bank,['login'],['resolved'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
great experience with Meezan I'm very happy to using Meezan Mobile app,Meezan Bank,['Meezan Mobile app'],['happy'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
"After update app work slow, take lot of time to load",Meezan Bank,['update app'],['slow'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"app is not working, it's showing that my details are invalid and I'm unable to sign in.",Meezan Bank,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
worst experience ever very bad service by meezan bank,Meezan Bank,['service'],['bad'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
"Useless app, keeps on giving errors on almost every second transaction",Meezan Bank,['app'],['Useless'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
app isn't responding at the moment,Meezan Bank,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
very very Nice,Meezan Bank,['NULL'],['Nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
nice looking app,Meezan Bank,['app'],['nice looking'],['positive'],['SOFTWARE#DESIGN_FEATURES'],['APP#DESIGN_FEEDBACK']
"Horrible experience, so many glitches. Doesnt open at first attempt. when you cross one step while transacting, next step is waiting as an error. what a pathetic digital service!!!",Meezan Bank,['service'],['Horrible'],['negative'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
"My biometric verification doesn't seem to work, it takes blurry photos of my fingers every time. My phone's camera is perfectly fine! And after ID verification the app just freezes for no reason. Both Meezan Bank apps don't work. Fix your app please!",Meezan Bank,"['biometric verification', ""phone's camera"", 'app']","['NULL', 'fine', 'NULL']","['negative', 'positive', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'DISPLAY#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#PERFORMANCE', 'SCREEN#ISSUES', 'APP#PERFORMANCE']"
Great service. Quick service,Meezan Bank,['service'],['Great'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
app have a number of problems don't upload late processing errors and stuck most of the time,Meezan Bank,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Love the App,Meezan Bank,['App'],['Love'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
good service quick send money and withdraw,Meezan Bank,['service'],['good'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
"can't send money or add beneficiaries, errors come from the last two months, many times complained it but are unresolved..",Meezan Bank,['NULL'],['NULL'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
trying several of times but did not getting register,Meezan Bank,['register'],['NULL'],['negative'],['KEYBOARD#OPERATION_PERFORMANCE'],['BIOMETRIC#LOGIN_ISSUES']
"I'm unable to access the app due to login issues, it's stuck on the loading screen.",Meezan Bank,['app'],['unable to access'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Good experience and fast service,Meezan Bank,['service'],['fast'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
Friendly App use,Meezan Bank,['App use'],['Friendly'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Thank You Meezan Digital Bank,Meezan Bank,['Meezan Digital Bank'],['Thank You'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
"Very good service, meezan bank is the best service provider for account holders and facilitates our customers, thank you so much meezan bank team.",Meezan Bank,"['service', 'meezan bank']","['good', 'best']","['positive', 'positive']","['SERVICE#GENERAL', 'SUPPORT#GENERAL']","['BRANCH_SERVICE', 'CUSTOMER_SUPPORT']"
Mobile app is not good,Meezan Bank,['Mobile app'],['not good'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Very Good app 🌟 🌟 🌟 🌟 🌟,Meezan Bank,['app'],['Good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
v Good and fast service,Meezan Bank,['service'],['Good'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
a bit complicated mathod,Meezan Bank,['mathod'],['complicated'],['negative'],['FOOD#QUALITY'],['MISC#APP_FEEDBACK']
I'm first time juwaeeng,Meezan Bank,['juwaeeng'],['first time'],['neutral'],['RESTAURANT#GENERAL'],['LOCATION_FEEDBACK_MISC']
اچھی ایپ ہے مگر لوگن ہونے کے لئے لوکیشن آن کرنے والا کام غلط ہے۔,Meezan Bank,['NULL'],['NULL'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
Very well experience using this app,Meezan Bank,['app'],['well'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
the load time is so much compare to classic one,Meezan Bank,['NULL'],['NULL'],['negative'],['POWER_SUPPLY#OPERATION_PERFORMANCE'],['UTILITIES#PERFORMANCE']
It is advisable to get final authentication from app user before proceeding to any transactions.,Meezan Bank,['app user'],['advisable'],['neutral'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"easy to use, good ui, safe and protected..",Meezan Bank,['ui'],['easy'],['positive'],['LAPTOP#USABILITY'],['APP#USABILITY']
app is slow working 😕,Meezan Bank,['app'],['slow'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
i have recently created digital account the app is not working at all when i want to send money it shows error of property of undefined although it can receive payment but cannot send also i have received by debit card but card management section is not opening at all i have emailed them but no response what can i do app is pathetic and also app isn ot showing me my current balance,Meezan Bank,['app'],['pathetic'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"app has a glitch, while browsing the app, unable to view the complete list of products while investing into new products, plz check and resolve the issue.",Meezan Bank,['app'],['glitch'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
VIP excellent work,Meezan Bank,['VIP'],['excellent'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
problem solved ☺️👋😊,Meezan Bank,['NULL'],['solved'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
"slow app, and no nfc payment option",Meezan Bank,['app'],['slow'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"Documents are verified by NADRA but continue button not working, should have tested the app before going live",Meezan Bank,['continue button'],['NULL'],['negative'],['KEYBOARD#OPERATION_PERFORMANCE'],['BIOMETRIC#LOGIN_ISSUES']
nice good kuck,Meezan Bank,['kuck'],['nice'],['positive'],['FOOD#QUALITY'],['MISC#APP_FEEDBACK']
so bad working,Meezan Bank,['NULL'],['bad'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
this app is not working I am not happy with you now I am in tention online app is not working,Meezan Bank,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
I can login through my browser but cant login through to the app.Having a bad experience with meezan banking app.,Meezan Bank,['meezan banking app'],['bad experience'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
update: Still not able to login. Does not verify finger print and also does not verify CNIC. stuck at login screen,Meezan Bank,['login screen'],['NULL'],['negative'],['OS#OPERATION_PERFORMANCE'],['SYSTEM#PERFORMANCE']
"I have been using Meezan Bank for 14 years. My previous experience has been very good, but as far as this new application is concerned, it is the slowest and most pathetic app ever. There are so many glitches, and the app doesn’t load data 8 out of 10 times.",Meezan Bank,"['new application', 'app']","['slowest', 'pathetic']","['negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#PERFORMANCE', 'APP#PERFORMANCE']"
poor ATM account ever I got,Meezan Bank,['ATM account'],['poor'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
"1. The app is too slow, even slower then the classic app. 2. On auto logout, it should show me the login page. 3. After successful payment, Back navigation should take me to home. 4. No dark mode?",Meezan Bank,['app'],['too slow'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
thank you so much❤,Meezan Bank,['NULL'],['thank you'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
"Extremely disappointing experience trying to log in from my new phone. Despite multiple visits to the branch and countless calls to the call center, I’ve had no success. The authentication process is frustrating, and the system consistently fails to verify my CNIC through NADRA. I'm seriously considering closing my account and switching to a bank with a more reliable and user-friendly mobile application.",Meezan Bank,"['new phone', 'authentication process', 'system', 'NULL']","['disappointing', 'frustrating', 'frustrating', 'considering closing my account']","['negative', 'negative', 'negative', 'negative']","['LAPTOP#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE', 'OS#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['DEVICE#PERFORMANCE', 'APP#PERFORMANCE', 'SYSTEM#PERFORMANCE', 'APP#PERFORMANCE']"
It takes a lot of time opening or goes down at the end. Customer service is also extremely poor.,Meezan Bank,['customer service'],['poor'],['negative'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
It is not working,Meezan Bank,['NULL'],['not working'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
"I'm extremely frustrated with the Meezan Bank app. Every time there's an update, it seems to introduce more bugs rather than fixing existing ones. The app becomes slow, unresponsive, or simply doesn't work as expected. It's disappointing to see such poor quality from a bank that's won ""Best Bank"" awards — it makes me question the credibility of those recognitions. Please focus on delivering a stable and user-friendly app experience.",Meezan Bank,['Meezan Bank app'],['frustrated'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"user friendly, swift.",Meezan Bank,['NULL'],['friendly'],['positive'],['LAPTOP#USABILITY'],['APP#USABILITY']
nice & Good work,Meezan Bank,"['NULL', 'work']","['nice', 'Good']","['positive', 'positive']","['LAPTOP#GENERAL', 'SERVICE#GENERAL']","['APP#GENERAL_EXPERIENCE', 'BRANCH_SERVICE']"
everything is fine but the thing which is i can't linked my payooneer account using this app.how we can fixed it?,Meezan Bank,['NULL'],['fine'],['positive'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
sir ma ghr bethay apni daily limit kasay increase kr Sakta ho sir,Meezan Bank,['NULL'],['NULL'],['negative'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
very Good aap Thanks you,Meezan Bank,['aap'],['Good'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
the app is great when it comes to U.I but performs slow when a transaction has to be made and things related to it. it's been 2 weeks now this sluggishness hasn't been fixed yet.,Meezan Bank,"['app', 'NULL']","['great', 'slow']","['positive', 'negative']","['SOFTWARE#GENERAL', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#FEATURES', 'APP#PERFORMANCE']"
"Mezan Bank provides very good service. The staff is helpful, and the bank is also very safe and secure.",Meezan Bank,"['service', 'staff', 'bank']","['good', 'helpful', 'safe']","['positive', 'positive', 'positive']","['SERVICE#GENERAL', 'SERVICE#GENERAL', 'SUPPORT#GENERAL']","['BRANCH_SERVICE', 'BRANCH_SERVICE', 'CUSTOMER_SUPPORT']"
very good service...,Meezan Bank,['service'],['good'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
Easy to use.,Meezan Bank,['use'],['Easy'],['positive'],['LAPTOP#USABILITY'],['APP#USABILITY']
"i would give zero stars if i could. UI is basic, transactions fail 90 percent of the time. its an awful mess.",Meezan Bank,"['UI', 'transactions']","['basic', 'fail']","['negative', 'negative']","['OS#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['SYSTEM#PERFORMANCE', 'APP#PERFORMANCE']"
app not working properly transaction error,Meezan Bank,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"""The E-statement or Transaction option keeps loading when trying to open it. It only opens after trying around 10 times, while the other 9 times it gets stuck on loading and then cancels automatically."" Whenever a transaction is made, the receipt does not mention the TID (Transaction ID). Also, these days transactions from Meezan Bank to Easypaisa and JazzCash are frequently delayed — out of every 10 transactions, at least 1 gets delayed and is reversed within 24 hours...",Meezan Bank,"['E-statement or Transaction option', 'Transaction option']","['NULL', 'delayed']","['negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#PERFORMANCE', 'APP#PERFORMANCE']"
"this app has a problem, and i face the same issue 3 times. when you send money to an account it will show you an error, and you will receive a message from meezan that you transferred amount to the account and it charged form your account but when you check the receiver account, amount isn't arrive, then i complain about it and they reverse payment so please fix this issue, i face it 3 times thanks",Meezan Bank,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
"To be honest, Meezan bank is one of the best bank Pakistan!!",Meezan Bank,['Meezan bank'],['best'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
"The worst app, just four days ago, a transaction made at night got stuck, which was returned after 68 hours, and now a day later, at the same time, another transaction got stuck, which means the app is of no use in an emergency.1st I give this app 5star because worked very well but now given 1star because day time or some time working well",Meezan Bank,['app'],['worst'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
overall Good Experience.. hope so in future Meezan will mainten there's gud services with consentancy....,Meezan Bank,['services'],['gud'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
very best app,Meezan Bank,['app'],['best'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
Its simple to use and to activite the application from your cell phone.,Meezan Bank,['application'],['simple'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
it's giving headache,Meezan Bank,['NULL'],['headache'],['negative'],['LAPTOP#OPERATION_PERFORMANCE'],['DEVICE#PERFORMANCE']
meezan you are best in Pakistan this app interface doesn't match your caliber,Meezan Bank,['app interface'],['NULL'],['negative'],['SOFTWARE#GENERAL'],['APP#FEATURES']
love you meezan bank best bank of pakistan,Meezan Bank,"['meezan bank', 'best bank of pakistan']","['love', 'love']","['positive', 'positive']","['SUPPORT#GENERAL', 'SUPPORT#GENERAL']","['CUSTOMER_SUPPORT', 'CUSTOMER_SUPPORT']"
MashaAllah nice application good working on this time,Meezan Bank,['application'],['nice'],['positive'],['SOFTWARE#GENERAL'],['APP#FEATURES']
not working. stuck on 'Error: something went ... try again later.',Meezan Bank,['NULL'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
very nice 🙂,Meezan Bank,['NULL'],['nice'],['positive'],['LAPTOP#GENERAL'],['APP#GENERAL_EXPERIENCE']
why we are not able to do any transaction even after so many complaints your new app is not working.,Meezan Bank,['new app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
one of the best service,Meezan Bank,['service'],['best'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
Previous app stop working without intimation of customer and new app is not working once upload CNIC in this app. App says successfully verified and after that application close please update this,Meezan Bank,['app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
1000% recomended. oxm interface easy to use,Meezan Bank,['oxm interface'],['easy'],['positive'],['SOFTWARE#USABILITY'],['APP#USABILITY_FEATURES']
very very bad experience login errors even same password and username but still not login same login password used on website and successfully login. biggest problem in this app login error. 15 days still connected with helpline but can't solve my issue. waste of my time 😭.,Meezan Bank,"['login error', 'app login error']","['bad', 'biggest problem']","['negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SOFTWARE#OPERATION_PERFORMANCE']","['APP#PERFORMANCE', 'APP#PERFORMANCE']"
meezan new app requires 20 digits for Esahulat voucher payment and Esahulat itself generats 9 digits as always so that is a problem to solve,Meezan Bank,['meezan new app'],['NULL'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
Meezan is advance digital technology syber secure 🔐 privacy amount gold and blue diamond locker be safe and save surely no doubt without any critical activity. we wish in future meezan make a ideal bank of Pakistan number. 1 we satisfied and appreciate of system meezan securely saving your amount in your meezan bank account.,Meezan Bank,['meezan'],['secure'],['positive'],['SUPPORT#GENERAL'],['CUSTOMER_SUPPORT']
"what's the difference between the Meezan Bank classic and this meezan banking app . I myself using an old classic app, but why are new users using a new one?",Meezan Bank,['meezan banking app'],['NULL'],['neutral'],['SOFTWARE#GENERAL'],['APP#FEATURES']
must add a feature of dark mood,Meezan Bank,['NULL'],['NULL'],['negative'],['AMBIENCE#GENERAL'],['ENVIRONMENT_FEEDBACK']
app UI is outdated,Meezan Bank,['app UI'],['outdated'],['negative'],['SOFTWARE#OPERATION_PERFORMANCE'],['APP#PERFORMANCE']
App not working and poor support,Meezan Bank,"['App', 'support']","['not working', 'poor']","['negative', 'negative']","['SOFTWARE#OPERATION_PERFORMANCE', 'SUPPORT#GENERAL']","['APP#PERFORMANCE', 'CUSTOMER_SUPPORT']"
Good service provider,Meezan Bank,['service provider'],['Good'],['positive'],['SERVICE#GENERAL'],['BRANCH_SERVICE']
