Unnamed: 0,bank,review,rating,Aspects,Opinions,Sentiments,Categories,Simplified_Category
283,SBI,"Using my State bank of India savings account for more than 2 years. In the account, i need to maintain a minimum balance of Rs. 3000. I have visited their branch to open this account and the branch response was really good. They have a good Internet banking facility.",5.0,savings account,maintain a minimum balance,positive,SUPPORT#GENERAL,SUPPORT
283,SBI,"Using my State bank of India savings account for more than 2 years. In the account, i need to maintain a minimum balance of Rs. 3000. I have visited their branch to open this account and the branch response was really good. They have a good Internet banking facility.",5.0,bank branch response,good,positive,SUPPORT#GENERAL,SUPPORT
283,SBI,"Using my State bank of India savings account for more than 2 years. In the account, i need to maintain a minimum balance of Rs. 3000. I have visited their branch to open this account and the branch response was really good. They have a good Internet banking facility.",5.0,Internet banking facility,good,positive,SUPPORT#GENERAL,SUPPORT
284,Kotak,I have been using Kotak Mahindra bank salary account for last 1 year. I have not faced any issue from this account till now so that i have not gone to their branch so far. Its a zero balance account. Their customer care service is not upto the mark because i have sent a mail to them but i didn't received any reply from them.,4.0,Kotak Mahindra bank salary account,NULL,positive,SUPPORT#GENERAL,SUPPORT
284,Kotak,I have been using Kotak Mahindra bank salary account for last 1 year. I have not faced any issue from this account till now so that i have not gone to their branch so far. Its a zero balance account. Their customer care service is not upto the mark because i have sent a mail to them but i didn't received any reply from them.,4.0,customer care service,not upto the mark,negative,SUPPORT#GENERAL,SUPPORT
285,Axis Bank,I am using AXIS Bank savings account more than 3-4 years. I have to maintain minimum balance of Rs.1000 and i have ATM facility very near to my home.  When ever i do cash withdrawal i will be getting an alert message. Customer service and response was good.,5.0,ATM facility,near to my home,positive,SUPPORT#GENERAL,SUPPORT
285,Axis Bank,I am using AXIS Bank savings account more than 3-4 years. I have to maintain minimum balance of Rs.1000 and i have ATM facility very near to my home.  When ever i do cash withdrawal i will be getting an alert message. Customer service and response was good.,5.0,customer service,good,positive,SUPPORT#GENERAL,SUPPORT
285,Axis Bank,I am using AXIS Bank savings account more than 3-4 years. I have to maintain minimum balance of Rs.1000 and i have ATM facility very near to my home.  When ever i do cash withdrawal i will be getting an alert message. Customer service and response was good.,5.0,response,good,positive,SUPPORT#GENERAL,SUPPORT
286,Axis Bank,My company has provided me a salary account from Axis bank. I need to maintain a minimum balance of Rs. 10000 which is not mandatory anyway I'm maintaining it. Its good to use the Internet banking facility and the web access is very fast. I didn't visited their branch since i have not faced any problem from this account.,4.5,salary account,good,positive,SUPPORT#GENERAL,SUPPORT
286,Axis Bank,My company has provided me a salary account from Axis bank. I need to maintain a minimum balance of Rs. 10000 which is not mandatory anyway I'm maintaining it. Its good to use the Internet banking facility and the web access is very fast. I didn't visited their branch since i have not faced any problem from this account.,4.5,Internet banking facility,good,positive,SUPPORT#GENERAL,SUPPORT
286,Axis Bank,My company has provided me a salary account from Axis bank. I need to maintain a minimum balance of Rs. 10000 which is not mandatory anyway I'm maintaining it. Its good to use the Internet banking facility and the web access is very fast. I didn't visited their branch since i have not faced any problem from this account.,4.5,web access,fast,positive,SOFTWARE#OPERATION_PERFORMANCE,SOFTWARE
287,SBI,SBI is providing better services and they are not charging any high amount fee for not maintaining a minimum balance amount into account.  They are providing better services when i went to the branch for money related issue hence i am having this account from 2012. Its excellent to use the net banking facility.,5.0,SBI,better services,positive,SUPPORT#GENERAL,SUPPORT
287,SBI,SBI is providing better services and they are not charging any high amount fee for not maintaining a minimum balance amount into account.  They are providing better services when i went to the branch for money related issue hence i am having this account from 2012. Its excellent to use the net banking facility.,5.0,net banking facility,excellent,positive,SUPPORT#GENERAL,SUPPORT
288,HDFC Bank,"I am holding salary account from HDFC for the past 4 years. It is a zero balance account. There is SMS charge is applicable of  3 months once for 60 rupees. ATM charges are also applicable if I do transaction from other bank  ATM more than 5 times in a month, charges are applicable of 26 rupees. ATM and branches are near from my place.",4.0,salary account,zero balance account,neutral,LAPTOP#GENERAL,LAPTOP
288,HDFC Bank,"I am holding salary account from HDFC for the past 4 years. It is a zero balance account. There is SMS charge is applicable of  3 months once for 60 rupees. ATM charges are also applicable if I do transaction from other bank  ATM more than 5 times in a month, charges are applicable of 26 rupees. ATM and branches are near from my place.",4.0,SMS charge,applicable of 3 months,negative,SMS#GENERAL,COMMUNICATION
288,HDFC Bank,"I am holding salary account from HDFC for the past 4 years. It is a zero balance account. There is SMS charge is applicable of  3 months once for 60 rupees. ATM charges are also applicable if I do transaction from other bank  ATM more than 5 times in a month, charges are applicable of 26 rupees. ATM and branches are near from my place.",4.0,ATM charges,applicable of 26 rupees,negative,SMS#GENERAL,COMMUNICATION
289,HDFC Bank,I have HDFC Bank saving account for the past 3 years only .I am using both net banking as well as mobile banking service which is very useful to track all transaction details .Banking service is much comfortable and transaction will be very safe and not yet faced any fraudulent transaction .,4.5,HDFC Bank saving account,useful,positive,SUPPORT#GENERAL,SUPPORT
289,HDFC Bank,I have HDFC Bank saving account for the past 3 years only .I am using both net banking as well as mobile banking service which is very useful to track all transaction details .Banking service is much comfortable and transaction will be very safe and not yet faced any fraudulent transaction .,4.5,net banking,useful,positive,SUPPORT#GENERAL,SUPPORT
289,HDFC Bank,I have HDFC Bank saving account for the past 3 years only .I am using both net banking as well as mobile banking service which is very useful to track all transaction details .Banking service is much comfortable and transaction will be very safe and not yet faced any fraudulent transaction .,4.5,mobile banking service,comfortable,positive,SUPPORT#GENERAL,SUPPORT
290,SBI,I have SBI  salary account which is very user friendly. Each transaction will be very safe and secured on banking service.  I am using net banking service as well as mobile banking these services are mostly used for money transfer and for recharge . The customer service is also good and getting good response if approach for any assistance.,4.5,SBI salary account,user friendly,positive,SOFTWARE#USABILITY,SOFTWARE
290,SBI,I have SBI  salary account which is very user friendly. Each transaction will be very safe and secured on banking service.  I am using net banking service as well as mobile banking these services are mostly used for money transfer and for recharge . The customer service is also good and getting good response if approach for any assistance.,4.5,net banking service,safe,positive,SUPPORT#GENERAL,SUPPORT
290,SBI,I have SBI  salary account which is very user friendly. Each transaction will be very safe and secured on banking service.  I am using net banking service as well as mobile banking these services are mostly used for money transfer and for recharge . The customer service is also good and getting good response if approach for any assistance.,4.5,mobile banking,secured,positive,SUPPORT#GENERAL,SUPPORT
290,SBI,I have SBI  salary account which is very user friendly. Each transaction will be very safe and secured on banking service.  I am using net banking service as well as mobile banking these services are mostly used for money transfer and for recharge . The customer service is also good and getting good response if approach for any assistance.,4.5,customer service,used for money transfer,positive,SUPPORT#GENERAL,SUPPORT
291,review,In my city there are many ATMs and branches are  available. So last 7 years back I have opened my saving account with  CENTRAL BANK OF INDIA. The process was done on time to open an account. There is minimum balance to maintain of 500 rupees. But I haven't faced any additional charge. Net banking and mobile app both are user friendly to access.,4.0,ATMs,available,positive,SINCE#GENERAL,OTHER
291,review,In my city there are many ATMs and branches are  available. So last 7 years back I have opened my saving account with  CENTRAL BANK OF INDIA. The process was done on time to open an account. There is minimum balance to maintain of 500 rupees. But I haven't faced any additional charge. Net banking and mobile app both are user friendly to access.,4.0,branches,available,positive,SINCE#GENERAL,OTHER
291,review,In my city there are many ATMs and branches are  available. So last 7 years back I have opened my saving account with  CENTRAL BANK OF INDIA. The process was done on time to open an account. There is minimum balance to maintain of 500 rupees. But I haven't faced any additional charge. Net banking and mobile app both are user friendly to access.,4.0,saving account,opened,positive,SINCE#GENERAL,OTHER
291,review,In my city there are many ATMs and branches are  available. So last 7 years back I have opened my saving account with  CENTRAL BANK OF INDIA. The process was done on time to open an account. There is minimum balance to maintain of 500 rupees. But I haven't faced any additional charge. Net banking and mobile app both are user friendly to access.,4.0,minimum balance,maintained,positive,SINCE#GENERAL,OTHER
292,review,I am having a saving account with SOUTH INDIAN Bank on last 12 years. But I no need to maintain a minimum amount on monthly basis in this account. I am using  net banking and mobile app both are user friendly to access. ATM and branches services are good. So far I haven't faced any additional charge.,4.0,saving account,no need to maintain a minimum amount,positive,SUPPORT#GENERAL,SUPPORT
292,review,I am having a saving account with SOUTH INDIAN Bank on last 12 years. But I no need to maintain a minimum amount on monthly basis in this account. I am using  net banking and mobile app both are user friendly to access. ATM and branches services are good. So far I haven't faced any additional charge.,4.0,net banking,user friendly,positive,SUPPORT#GENERAL,SUPPORT
292,review,I am having a saving account with SOUTH INDIAN Bank on last 12 years. But I no need to maintain a minimum amount on monthly basis in this account. I am using  net banking and mobile app both are user friendly to access. ATM and branches services are good. So far I haven't faced any additional charge.,4.0,mobile app,friendly,positive,SOFTWARE#GENERAL,SOFTWARE
292,review,I am having a saving account with SOUTH INDIAN Bank on last 12 years. But I no need to maintain a minimum amount on monthly basis in this account. I am using  net banking and mobile app both are user friendly to access. ATM and branches services are good. So far I haven't faced any additional charge.,4.0,ATM,good,positive,SUPPORT#GENERAL,SUPPORT
292,review,I am having a saving account with SOUTH INDIAN Bank on last 12 years. But I no need to maintain a minimum amount on monthly basis in this account. I am using  net banking and mobile app both are user friendly to access. ATM and branches services are good. So far I haven't faced any additional charge.,4.0,branches services,good,positive,SUPPORT#GENERAL,SUPPORT
293,SBI,I am holding a salary account  with  SBI  past  6  years. There is no hidden charges in this bank. But need to maintain a minimum balance amount of 500 rupees. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. SMS charges are applicable on yearly once of 33 rupees. Mostly  I use  for online transaction.,4.0,SMS charges,applicable,positive,SMS#GENERAL,COMMUNICATION
294,review,For my personal need I have opened a saving account with UNION BANK OF INDIA on 10 years ago. No need to maintain a minimum  balance amount and no hidden charges are applicable so far.  Their service is fine.  In my city there are 2 ATMS and branches are near from my place.,5.0,saving account,fine,positive,SUPPORT#GENERAL,SUPPORT
294,review,For my personal need I have opened a saving account with UNION BANK OF INDIA on 10 years ago. No need to maintain a minimum  balance amount and no hidden charges are applicable so far.  Their service is fine.  In my city there are 2 ATMS and branches are near from my place.,5.0,service,fine,positive,SERVICE#GENERAL,SERVICE
294,review,For my personal need I have opened a saving account with UNION BANK OF INDIA on 10 years ago. No need to maintain a minimum  balance amount and no hidden charges are applicable so far.  Their service is fine.  In my city there are 2 ATMS and branches are near from my place.,5.0,ATMS,fine,positive,SUPPORT#GENERAL,SUPPORT
294,review,For my personal need I have opened a saving account with UNION BANK OF INDIA on 10 years ago. No need to maintain a minimum  balance amount and no hidden charges are applicable so far.  Their service is fine.  In my city there are 2 ATMS and branches are near from my place.,5.0,branches,fine,positive,SUPPORT#GENERAL,SUPPORT
295,Axis Bank,"I am holding AXIS saving account for more than 7 years.  The amount for  consolidation charges are very high, on monthly basis charge is applicable  up to 1000 rupees. So I raised a complaint on it. I need to do ATM transaction less than 5 times in a month and  I can transact the amount of  3L in a month.  I had applied debit card received  after 8 months because there was no card available in bank  so they took long time to dispatch it. It is a zero balance account. There is SMS charge on quarterly  basis of  15 rupees.",3.0,consolidation charges,high,negative,CHARGE#GENERAL,CHARGE
295,Axis Bank,"I am holding AXIS saving account for more than 7 years.  The amount for  consolidation charges are very high, on monthly basis charge is applicable  up to 1000 rupees. So I raised a complaint on it. I need to do ATM transaction less than 5 times in a month and  I can transact the amount of  3L in a month.  I had applied debit card received  after 8 months because there was no card available in bank  so they took long time to dispatch it. It is a zero balance account. There is SMS charge on quarterly  basis of  15 rupees.",3.0,debit card,NULL,negative,SUPPORT#GENERAL,SUPPORT
296,SBI,I am using SBI salary account for the past 10 years .All transaction details will be getting through message alert only .There was no fraudulent transaction happend so far .If need any transaction details then can track through message .Every tansaction will be safe and banking service was pretty good and comfortable.,4.5,SBI salary account,using,positive,SUPPORT#GENERAL,SUPPORT
296,SBI,I am using SBI salary account for the past 10 years .All transaction details will be getting through message alert only .There was no fraudulent transaction happend so far .If need any transaction details then can track through message .Every tansaction will be safe and banking service was pretty good and comfortable.,4.5,transaction details,get through message alert,positive,SUPPORT#GENERAL,SUPPORT
296,SBI,I am using SBI salary account for the past 10 years .All transaction details will be getting through message alert only .There was no fraudulent transaction happend so far .If need any transaction details then can track through message .Every tansaction will be safe and banking service was pretty good and comfortable.,4.5,banking service,good and comfortable,positive,SERVICE#GENERAL,SERVICE
297,Canara Bank,"I am using CANARA Bank savings account for more than 6 months. Every day i can withdraw cash from atm upto Rs.50,000 and I am not getting any alert msg from the bank. Also I linked this account online like Google pay and more for an easy payment. I spoke to bank executive directly it was not good need to improve in service.",3.0,CANARA Bank savings account,not good,negative,SUPPORT#GENERAL,SUPPORT
298,review,Allahabad has provided me an option to open a saving account with them which I am holding it for the past 15 years. In this account no need to maintain a minimum balance amount. Whenever I do a transaction I don't get alert message on time.  ATMs  and branch's are far away to reach them.,2.0,saving account,no need to maintain a minimum balance amount,positive,SOFTWARE#OPERATION_PERFORMANCE,SOFTWARE
299,HDFC Bank,"I am having my salary account with HDFC bank for the past  5 years. Though its salary account, I need to maintain a minimum balance of 10K on monthly if not maintain charges are nominal. I am not getting any alert message.  Atm and branch's are far away from my place. There are SMS and ATM charges.",2.0,salary account,need to maintain a,neutral,SUPPORT#GENERAL,SUPPORT
299,HDFC Bank,"I am having my salary account with HDFC bank for the past  5 years. Though its salary account, I need to maintain a minimum balance of 10K on monthly if not maintain charges are nominal. I am not getting any alert message.  Atm and branch's are far away from my place. There are SMS and ATM charges.",2.0,charges,non-maintain,negative,CHARGE#GENERAL,CHARGE
300,HDFC Bank,I am holding a savings account with HDFC bank for more than 6 years. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.,5.0,savings account,zero balance account,positive,SUPPORT#GENERAL,SUPPORT
300,HDFC Bank,I am holding a savings account with HDFC bank for more than 6 years. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.,5.0,mobile app,user friendly,positive,SOFTWARE#USABILITY,SOFTWARE
300,HDFC Bank,I am holding a savings account with HDFC bank for more than 6 years. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.,5.0,net banking,user friendly,positive,SOFTWARE#USABILITY,SOFTWARE
301,Kotak,"I am holding a savings with salary account with KOTAK MAHINDRA Bank for more than 8 years. There is no hidden charges in this bank., It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.",4.0,savings with salary account,zero balance account,positive,SUPPORT#GENERAL,SUPPORT
301,Kotak,"I am holding a savings with salary account with KOTAK MAHINDRA Bank for more than 8 years. There is no hidden charges in this bank., It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.",4.0,mobile app,user friendly,positive,SOFTWARE#USABILITY,SOFTWARE
301,Kotak,"I am holding a savings with salary account with KOTAK MAHINDRA Bank for more than 8 years. There is no hidden charges in this bank., It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.",4.0,net banking,user friendly,positive,SOFTWARE#USABILITY,SOFTWARE
302,Axis Bank,"I have been using savings account with AXIS Bank more than 6 years. This is salary cums savings, so no need to maintain minimum balance. App is very easy to access and Atm service are very near to my residence. Customer service and responsiveness was good.",5.0,Savings account,salary cums savings,positive,SUPPORT#GENERAL,SUPPORT
302,Axis Bank,"I have been using savings account with AXIS Bank more than 6 years. This is salary cums savings, so no need to maintain minimum balance. App is very easy to access and Atm service are very near to my residence. Customer service and responsiveness was good.",5.0,App,easy to access,positive,SOFTWARE#USABILITY,SOFTWARE
302,Axis Bank,"I have been using savings account with AXIS Bank more than 6 years. This is salary cums savings, so no need to maintain minimum balance. App is very easy to access and Atm service are very near to my residence. Customer service and responsiveness was good.",5.0,Atm service,close to my residence,positive,SERVICE#GENERAL,SERVICE
302,Axis Bank,"I have been using savings account with AXIS Bank more than 6 years. This is salary cums savings, so no need to maintain minimum balance. App is very easy to access and Atm service are very near to my residence. Customer service and responsiveness was good.",5.0,customer service,good,positive,SERVICE#GENERAL,SERVICE
302,Axis Bank,"I have been using savings account with AXIS Bank more than 6 years. This is salary cums savings, so no need to maintain minimum balance. App is very easy to access and Atm service are very near to my residence. Customer service and responsiveness was good.",5.0,responsiveness,good,positive,SERVICE#GENERAL,SERVICE
303,review,Since the branch was located nearby my office so that i have opened the savings account from City Union Bank. I'm not aware of the minimum balance maintenance. I'm using their net banking facility and its easy to access. They don't deduct any hidden charges. But some charges are applied for other bank ATM withdrawals.,4.0,savings account,NULL,positive,SOFTWARE#GENERAL,SOFTWARE
303,review,Since the branch was located nearby my office so that i have opened the savings account from City Union Bank. I'm not aware of the minimum balance maintenance. I'm using their net banking facility and its easy to access. They don't deduct any hidden charges. But some charges are applied for other bank ATM withdrawals.,4.0,net banking facility,easy to access,positive,SUPPORT#GENERAL,SUPPORT
303,review,Since the branch was located nearby my office so that i have opened the savings account from City Union Bank. I'm not aware of the minimum balance maintenance. I'm using their net banking facility and its easy to access. They don't deduct any hidden charges. But some charges are applied for other bank ATM withdrawals.,4.0,charges,applied for other bank ATM withdrawals,negative,CHARTERS#GENERAL,OTHER
304,HDFC Bank,"I have opened the salary account 2 months before but only one month my salary got credited in HDFC. For the banking transaction, HDFC service is good and most of the staffs are having their salary account in HDFC so that i have selected the same. I don't need to maintain any minimum balance. Net banking facility is okay once the password got expired hence i have visited their branch and the response was okay.",5.0,HDFC service,good,positive,SERVICE#GENERAL,SERVICE
304,HDFC Bank,"I have opened the salary account 2 months before but only one month my salary got credited in HDFC. For the banking transaction, HDFC service is good and most of the staffs are having their salary account in HDFC so that i have selected the same. I don't need to maintain any minimum balance. Net banking facility is okay once the password got expired hence i have visited their branch and the response was okay.",5.0,Net banking facility,okay,neutral,SUPPORT#GENERAL,SUPPORT
305,Canara Bank,Opened my salary account from Canara bank and it almost 11 years since i am using this account without facing any single issue. I need to maintain a minimum balance of Rs. 1000. Their online banking facility is good and i could find all the option in mobile app. I have visited their branch for a passbook entry and dropping a cheque anyway the response was good.,4.0,online banking facility,good,positive,SUPPORT#GENERAL,SUPPORT
305,Canara Bank,Opened my salary account from Canara bank and it almost 11 years since i am using this account without facing any single issue. I need to maintain a minimum balance of Rs. 1000. Their online banking facility is good and i could find all the option in mobile app. I have visited their branch for a passbook entry and dropping a cheque anyway the response was good.,4.0,mobile app,good,positive,SOFTWARE#GENERAL,SOFTWARE
306,review,"When I joined my work, they have provided a salary account from Karnataka Bank. From that date to till now, I'm holding this account only. I'm using the Internet banking facility and its average to use. The branch is located nearby my location and the staff response is good.",4.5,salary account,provided,negative,SUPPORT#GENERAL,SUPPORT
306,review,"When I joined my work, they have provided a salary account from Karnataka Bank. From that date to till now, I'm holding this account only. I'm using the Internet banking facility and its average to use. The branch is located nearby my location and the staff response is good.",4.5,Internet banking facility,average,neutral,SUPPORT#GENERAL,SUPPORT
306,review,"When I joined my work, they have provided a salary account from Karnataka Bank. From that date to till now, I'm holding this account only. I'm using the Internet banking facility and its average to use. The branch is located nearby my location and the staff response is good.",4.5,staff response,good,positive,SERVICE#GENERAL,SERVICE
307,HDFC Bank,"From past 2 years, i have been using my salary account from HDFC bank. Its a zero balance account. I never visited their branch till now. In online, i applied the passbook, cheque book, debit card when i lost it and received these things on time. There is no additional charges for IMPS and NEFT transaction. They are giving some offers for HDFC debit card also.",5.0,salary account,zero balance account,positive,LAPTOP#GENERAL,LAPTOP
307,HDFC Bank,"From past 2 years, i have been using my salary account from HDFC bank. Its a zero balance account. I never visited their branch till now. In online, i applied the passbook, cheque book, debit card when i lost it and received these things on time. There is no additional charges for IMPS and NEFT transaction. They are giving some offers for HDFC debit card also.",5.0,passbook,NULL,positive,LAPTOP#GENERAL,LAPTOP
307,HDFC Bank,"From past 2 years, i have been using my salary account from HDFC bank. Its a zero balance account. I never visited their branch till now. In online, i applied the passbook, cheque book, debit card when i lost it and received these things on time. There is no additional charges for IMPS and NEFT transaction. They are giving some offers for HDFC debit card also.",5.0,cheque book,NULL,positive,LAPTOP#GENERAL,LAPTOP
307,HDFC Bank,"From past 2 years, i have been using my salary account from HDFC bank. Its a zero balance account. I never visited their branch till now. In online, i applied the passbook, cheque book, debit card when i lost it and received these things on time. There is no additional charges for IMPS and NEFT transaction. They are giving some offers for HDFC debit card also.",5.0,debit card,NULL,positive,SUPPORT#GENERAL,SUPPORT
308,SBI,"Everything is fine with SBI salary account but i don't get the proper response in the branch. When i call to the branch number, no one is ready to pick up the call. If they answered also, they will respond in staggered manner this has to be improved. I hold this SBI salary account for almost 8 years. I need to maintain a minimum balance of Rs. 1K  earlier converted from savings account to salary account.",4.0,SBI salary account,fine,positive,SUPPORT#GENERAL,SUPPORT
309,Axis Bank,"I have been using saving account from AXIS bank for the past 2 years. I have visited to bank and opened an account for myself. Need to maintain a minimum amount of 10K which is high, hidden charges are applicable on monthly like around 1000 rupees which is very high. ATM and branch's are far away from my place.  Mobile app  is not working. ATM charge is applicable for 55 rupees  if I do transactions more than 4 times in a month.  SMS charge applicable on quarterly basis of 400 rupees. These all charges can be neglected.",5.0,ATM charge,high,negative,CHARGE#GENERAL,CHARGE
309,Axis Bank,"I have been using saving account from AXIS bank for the past 2 years. I have visited to bank and opened an account for myself. Need to maintain a minimum amount of 10K which is high, hidden charges are applicable on monthly like around 1000 rupees which is very high. ATM and branch's are far away from my place.  Mobile app  is not working. ATM charge is applicable for 55 rupees  if I do transactions more than 4 times in a month.  SMS charge applicable on quarterly basis of 400 rupees. These all charges can be neglected.",5.0,SMS charge,necessary,negative,CHARGE#GENERAL,CHARGE
310,Canara Bank,I am holding a salary account from CANARA bank for past 10 years. Though its salary account need to maintain minimum amount of 1000 rupees if not maintain charges are applicable for 400 rupees.  Hidden charges also applicable of 1000 rupees. ATM and branch's are near from my place.  In this bank there is bounce charge and if I use the debit card in other ATM for cash withdraw charges are applicable.,5.0,salary account,need to maintain,negative,SUPPORT#GENERAL,SUPPORT
310,Canara Bank,I am holding a salary account from CANARA bank for past 10 years. Though its salary account need to maintain minimum amount of 1000 rupees if not maintain charges are applicable for 400 rupees.  Hidden charges also applicable of 1000 rupees. ATM and branch's are near from my place.  In this bank there is bounce charge and if I use the debit card in other ATM for cash withdraw charges are applicable.,5.0,hidden charges,apply,negative,CHARTER#GENERAL,OTHER
311,HDFC Bank,"I have opened an account for a saving purpose from HDFC bank on 3 months back. Need to maintain minimum balance amount of 10K which is high, if not they are charging 850 rupees that is high from this bank. Also they do charge for debit card transactions. ATM charges are applicable for this account.",5.0,account,high,negative,LAPTOP#OPERATION_PERFORMANCE,LAPTOP
312,review,I am holding a savings account  with CITY UNION BANK  for more than 5 years. There is no hidden charges in this bank. But need to maintain a minimum balance of 5K. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. There is some ATM charges are available.,4.0,savings account,no hidden charges,positive,SOFTWARE#GENERAL,SOFTWARE
312,review,I am holding a savings account  with CITY UNION BANK  for more than 5 years. There is no hidden charges in this bank. But need to maintain a minimum balance of 5K. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. There is some ATM charges are available.,4.0,mobile app,user friendly,positive,SOFTWARE#USABILITY,SOFTWARE
312,review,I am holding a savings account  with CITY UNION BANK  for more than 5 years. There is no hidden charges in this bank. But need to maintain a minimum balance of 5K. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. There is some ATM charges are available.,4.0,alert messages,available,positive,SOFTWARE#USABILITY,SOFTWARE
312,review,I am holding a savings account  with CITY UNION BANK  for more than 5 years. There is no hidden charges in this bank. But need to maintain a minimum balance of 5K. I am using mobile app and it is user friendly to access. I use to get an alert messages from bank whenever I do a transactions. There is some ATM charges are available.,4.0,ATM charges,available,positive,SOFTWARE#USABILITY,SOFTWARE
313,review,I maintain my salary account with INDIAN Bank for the past 6 years.  I use this account regularly. But I am not satisfied with customer service whenever I try to contact them there is no proper response.  Need to maintain a minimum balance of 1000 rupees.  ATM charges are applicable. I use to face some transaction and sever issue.,3.0,customer service,not satisfied,negative,SUPPORT#GENERAL,SUPPORT
314,SBI,I am holding saving account from SBI for past 6-7 years. On   school day itself I opened an account.  Need to maintain a minimum amount of 2500 rupees. If I done transaction on   monthly some  charges are applicable of  8 rupees. Mainly I use for  mobile app and net banking both are user friendly.,4.0,saving account,NULL,positive,SUPPORT#GENERAL,SUPPORT
314,SBI,I am holding saving account from SBI for past 6-7 years. On   school day itself I opened an account.  Need to maintain a minimum amount of 2500 rupees. If I done transaction on   monthly some  charges are applicable of  8 rupees. Mainly I use for  mobile app and net banking both are user friendly.,4.0,mobile app,friendly,positive,SOFTWARE#GENERAL,SOFTWARE
314,SBI,I am holding saving account from SBI for past 6-7 years. On   school day itself I opened an account.  Need to maintain a minimum amount of 2500 rupees. If I done transaction on   monthly some  charges are applicable of  8 rupees. Mainly I use for  mobile app and net banking both are user friendly.,4.0,net banking,friendly,positive,SOFTWARE#GENERAL,SOFTWARE
315,review,I am holding a savings and salary account with UNION Bank for more than 5 years. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.,5.0,savings and salary account,zero balance account,positive,SUPPORT#GENERAL,SUPPORT
315,review,I am holding a savings and salary account with UNION Bank for more than 5 years. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.,5.0,mobile app,user friendly,positive,SOFTWARE#USABILITY,SOFTWARE
315,review,I am holding a savings and salary account with UNION Bank for more than 5 years. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.,5.0,ATM,friendly,positive,PORTS#USABILITY,HARDWARE
315,review,I am holding a savings and salary account with UNION Bank for more than 5 years. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.,5.0,branches,friendly,positive,PORTS#USABILITY,HARDWARE
315,review,I am holding a savings and salary account with UNION Bank for more than 5 years. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and it is user friendly to access. ATM and branch's are near. Mobile app and net banking both are user friendly.,5.0,net banking,friendly,positive,SOFTWARE#USABILITY,SOFTWARE
316,review,In Saraswat Co-operative bank my company is maintaining all the transaction so that they have provided me a salary account in the same bank. Its a zero balance account. They have all the option in their net banking facility and its easy to access the mobile app. I can access the ATM in all the places. They are not taking any hidden charges.,5.0,salary account,zero balance account,positive,SUPPORT#GENERAL,SUPPORT
316,review,In Saraswat Co-operative bank my company is maintaining all the transaction so that they have provided me a salary account in the same bank. Its a zero balance account. They have all the option in their net banking facility and its easy to access the mobile app. I can access the ATM in all the places. They are not taking any hidden charges.,5.0,mobile app,easy,positive,SOFTWARE#USABILITY,SOFTWARE
316,review,In Saraswat Co-operative bank my company is maintaining all the transaction so that they have provided me a salary account in the same bank. Its a zero balance account. They have all the option in their net banking facility and its easy to access the mobile app. I can access the ATM in all the places. They are not taking any hidden charges.,5.0,ATM,easy,positive,SUPPORT#USABILITY,SUPPORT
317,review,"I have to maintain a minimum balance of 500 rupees in UNION BANK OF INDIA. Even there is no charges for non-maintenance. I having this account for the past 2 years. Mobile app and net banking both are user friendly to access. I think, ATM charges are applicable.",5.0,balance,NULL,positive,LAPTOP#GENERAL,LAPTOP
317,review,"I have to maintain a minimum balance of 500 rupees in UNION BANK OF INDIA. Even there is no charges for non-maintenance. I having this account for the past 2 years. Mobile app and net banking both are user friendly to access. I think, ATM charges are applicable.",5.0,Mobile app,friendly,positive,SOFTWARE#GENERAL,SOFTWARE
317,review,"I have to maintain a minimum balance of 500 rupees in UNION BANK OF INDIA. Even there is no charges for non-maintenance. I having this account for the past 2 years. Mobile app and net banking both are user friendly to access. I think, ATM charges are applicable.",5.0,net banking,friendly,positive,SOFTWARE#GENERAL,SOFTWARE
